Company Name,size,employees_count,followers,founded,description
NTS Tooling Solutions Pty Ltd,0,0,0,1988,NTS Tooling Solutions Pty Ltd is a mining metals company based out of 5 7 WEEN RD Pooraka South Australia Australia
NUGS NSW Underground Geotechnical Society,10,0,0,2014,The NSW Underground Geotechnical Society NUGS was formed in July 2014 to satisfy the demand of an interest group specifically involved in underground coal mine geotechnical engineering NUGS is a non profit organisation with the aim of providing a forum for n n Dissemination of knowledge in relation to rock characterisation support mine design strata management and reconciliation n Sharing and discussing specific industry problems n Identifying promoting and reviewing research and development n Providing a link between students educators geotechnical practitioners and strata support suppliers
NW Mining Civil,0,9,0,3000,NW Mining Civil is a mining metals company based out of 9 Davis Rd Ryan Australia
NWPM Northwest Project Management,200,0,201,2001,NorthWest Project Management is a Western Australian privately owned company that was established in 2001 r n r nNWPM has a commitment to decree its clients systems and values to ensure a safe and productive environment at work where all parties benefit by ensuring project schedules are maintained and achieved NWPM is 100 focused on safety at all times and rigorously endorses a ZERO HARM policy for all employees and contractors r n r nProject Management r nNWPM provide personnel at all levels of project management Our services extend from project engineering support on sustaining capital works through to senior project managers capable of delivering multi million dollar projects r nIn conjunction with our project supervision and contractor management capabilities NWPM are perfectly placed to deliver our clients projects from inception through to completion r n r nEngineering Consultancy r nNWPM provide the full range of engineering design and drafting services With mechanical engineering as a core strength we extend into civil structural and electrical engineering through cost effective partnering with those that we know and trust This enables NWPM to offer the one stop shop approach simplifying matters for our clients while providing safe and effective engineering solutions r n r nProject Supervision and Contractor Management r nNorthWest Project Management is able to offer complete professional and comprehensive Project Supervision and Contractor Management services to all projects
NWSP Pty Ltd,50,0,36,2005,NWSP was founded in 2005 by Managing Director Brent Rowe and to date has achieved a credible reputation in both the plumbing and waste industries providing efficient reliable and cost effective services in addition to providing ongoing employment opportunities r n r nNWSP works in close partnership with customers prior during and on completion of all projects to ensure all targets are met and clients have achieved their desired outcome r n r nNWSP have created culture of continuous improvement and customer satisfaction and continually seek ideas to deliver more cost effective and efficient solutions Cost saving avenues have always brought to the customers attention immediately and this commitment alone has been critical in the company s success r n r nNWSP has made an effort to maintain its position through a combination of recent tough economic times and an influx of non local service providers whilst fulfilling their role without compromise to their professional responsibilities and company s core values NWSP have learnt to respond quickly to challenges whilst maintaining steadfast leadership passion direction and drive They continually take risks in terms of investment into staff and equipment procurement to better serve the needs of the community whilst fostering an ongoing commitment to provide clients value for services r n r nCustomer service is at the heart of NWSP s core values NWSP have not only incorporated this as a primary value but entrenched this value into a policies and procedures with which their staff are held accountable for the delivery The evidence of this can be seen through continued client references and longstanding relations with repeat clientele who value true quality local service This is further supported by the fact even through the stagnant moving economy provides a highly competitive environment NWSP have maintained their presence retained their employees and experienced steady growth
NZ Robes Pty Ltd,0,0,0,3000,NZ Robes Pty Ltd is a mining metals company based out of Factory 6 1037 1043 Western Hwy Ravenhall Australia
NZResources com,10,3,27,3000,An online subscription based news service dedicated to exploration and mining in New Zealand
Nagambie Mining Limited,0,3,19,3000,Not Provided
Nagambie Resources Ltd,0,0,0,2004,Nagambie Resources Limited formerly Nagambie Mining Limited is engaged in the investigation and development of waste handling assets The Company is also engaged in the exploration for and development of gold associated minerals and construction materials in Australia The Company has 100 of tenements surrounding Victorian goldfields at Nagambie Clonbinane Rushworth and Redcastle The Company primarily focuses on Potential Acid Sulphate Soil PASS Management Project The Company carried out a second costeaning program four costeans totaling 313 meters in length at the Apollo Gladys area at Clonbinane 60 kilometers south of the Nagambie Mine The Gold exploration by the company is focused on the discovery of shallow open pit and heap leachable oxide gold deposits The Company has rights over a total of 551 square kilometers of prospective gold ground in the Nagambie region It is developing all the non gold material opportunities on the freehold land at the Nagambie Mine
Nagrom the Mineral Processor,200,38,420,1978,Nagrom Where experience meets expertise Since 1978 Nagrom has built its reputation by providing the mining industry with professional metallurgical services As many of our clients have discovered our facilities together with the combined experience and expertise of our staff is our greatest resource r n r nLocated in Kelmscott Western Australia Nagrom s treatment plant offers extensive capabilities in all aspects of mineral separation and concentrates preparation r n r nOur team of dedicated employees has the capability to handle contract mineral processing as well as both small and large scale metallurgical test programs r n r nFor 30 years Nagrom has been an integral part of Western Australia s mining success story So much so we now provide services to mining companies and their operations both within Australia and overseas r n r nFrom project start up to an established mining operation discover how Nagrom can be a partner in your success
Namibian Copper NL,10,0,24,3000,Namibian Copper NL is a mining metals company based out of Perth WAS Australia
Narellan Sa,0,0,0,3000,Narellan Sa is a mining metals company based out of 1 5 Anzac Ave Smeaton Grange Australia
Narembeen Engineering and Steel,0,0,0,3000,Narembeen Engineering and Steel is a mining metals company based out of LOT 11 Latham Rd Narembeen Australia
Naros Air Conditioning Sheetmetal,0,0,0,3000,With over 27 years in the industry you can trust us with your air conditioning needs whether installation repairs or servicing We have completed uncountable air conditioning and sheet metal jobs in all of the Gold Coast and Tweed Heads areas working with schools homes hospitals holiday parks resorts apartments offices and other premises We are confident to tackle your air conditioning and sheet metal job and give you the desired outcome you deserve
Natasha Cann NM Cann Pty Ltd,0,0,0,3000,NMCann was established by Natasha Cann in 2010 to help mining companies to boost efficiency productivity and profits Uniquely combining both mechanical and electrical maintenance planning skills
Natdrill Limited,0,0,0,3000,Natdrill Limited is a mining metals company based out of Australia
Natex Australia Engineering Pty Ltd,0,0,0,3000,Did you know that inadequately applying the electroplating process can cause steel to become fragile Our processes include vibratory finishing and deburring chemical cleaning antiquing polishing aluminium anodising and brightening for one off parts and prototypes as well as large production runs We offer services in Melbourne designed to coat all types of materials to complement your product
Nathan River Resources,200,39,814,3000,Nathan River Resources NRR has been issued an authorisation to recommence mining activities as part of the Nathan River Project mine in the Roper Gulf region n nThe mine an established open cut iron ore mine located 55km southeast of Ngukurr had been in care and maintenance until 2015 In 2018 Nathan River Resources was approved to reopen the mine and ship existing stockpiled minerals and process low grade ore at the site with proposed establishment of a DMS and benefaction plant n nThe current plan sees high grade iron ore mined and exported from the existing open pits and transported via the established haul road to the Bing Bong load out facility
National Boilermaking Services Pty Ltd,10,13,122,2011,Breaking boundaries Delivering solutions n nHere at NBS we pride ourselves on our commitment to progress and innovation We are consistently on the lookout for any way to make our work more efficient and our clients lives easier Never limiting where our creativity can take us has resulted in custom designed products that we want to share As a registered R D entity we can engineer any solution n nNBS continues an exceptional and reliable 10 years of service to the earth moving civil drilling oil and gas mining and construction industries We deliver total commitment to our clients by providing an extensive range of services within the scope of fabrication welding engineering with high standards and impressive outcomes Building an excellent relationship with clients and ensuring we deliver on our shared goals is our number one priority n nCurrently based in Perth Western Australia we are willing to travel anywhere nationally to provide an efficient quality service to a wide range of industries n nWe aim to be a service provider that is 2nd to none in taking care of your needs n n nServices include but not limited to n n Research Development Projects n n Engineering Concept Design n n Blast Paint In House Mobile n n Metal Fabrication n n Shutdown Response n n Mobile Welding n nThe success of your business or project can be complimented with NBS
National Coating Services,0,0,0,3000,Our clientele enjoy attentive service from our Sales and Operations Managers enhancing the personal service we offer From the time we come into contact with an organisation our strong customer focus guarantees efficient and professional project management from start to finish of the contract
National Doors All,0,0,0,3000,was established in 2004 and has quickly become the market leader for the commercial industrial and residential building industry We specialize in the management and supply of timber doors and pressed metal frames for commercial builders in the Victorian and Interstate markets Our team of Project Managers and Estimators are experienced and knowledgeable providing excellent service and quality Our goal is to provide beginning to end service providing accurate quotations project management supply and delivery
National Drilling Equipment Pty Ltd,50,13,0,2009,NDE is an Australian supplier of a complete range of quality drilling equipment n nWe are distributors for many leading manufacturers of high quality equipment including American Mfg Baroid Rockpecker Technidrill and Halco to name a few nOur range of equipment covers the waterwell environmental geotechnical and exploration drilling industries n nWe also offer a range of Australian purpose built equipment including our NDE hammer breakout bench mud cleaning systems mud mixing agitators and gravel hoppers n nWe pride ourselves on excellent service we provide to all clients along with competitive prices
National Exploration Under cover School,10,0,212,2016,The National Exploration Undercover School NExUS is an initiative to provide world class training in mineral exploration and particularly in areas of post mineralisation cover The three week summer school was founded in 2016 and funded by the Minerals Council of Australia MCA Minerals Tertiary Education Council MTEC and run by Richard Lilly and Graham Heinson at the University of Adelaide Students from the full range of Australian Universities along with early career geoscientists in industry and government geological surveys can apply for entry Numbers are limited to 30 placements so attendance at NExUS is considered competitive and prestigious n nNExUS is centered on addressing the four key themes identified by UNCOVER program being the major knowledge areas to improve the success rate of world class mineral system discoveries particularly for areas of extensive and deep cover The primary outcome of the program will be students who understand the challenges and opportunities of mineral exploration in Australia into the future and have knowledge of the tools required to address these problems n nThe program is a mixture of classroom laboratory and drill core activities in the first week hosted at the new South Australia Drill Core Reference Library The second week was based in the Adelaide Hills and focused on practical mineral exploration geochemistry geophysics in partnership with Hillgrove Resources at the Kanmantoo Copper Mine and nearby exploration targets The final week was based on the Yorke Peninsula with Rex Minerals at the Hillside deposit and other field locations with a focus on ore textures and biogeochemistry
National Group,500,14,3066,1997,The National Group comprises of leading companies from the mining resource transport and logistics industries n nServicing some of the biggest names in mining and with an excellent record the National Group has built a reputation as being unstoppable in heavy earthmoving equipment and provides end to end production mining services n nWe strive to go above and beyond in order to deliver ongoing value for our customers Unlike many of our competitors we are able to meet specific customer requirements tailor solutions based off specific needs and offer value through the quality and availability of our products the ability to service the remotest locations and after sales service support n nOur companies n National Plant Equipment n National Mining Services n Wolff Mining n National Machinery Xchange n National Heavy Haulage n Resolute Equipment n International Global Logistics n National Quarries n National Lift Shift n International Equipment Holdings n National Drilling Services n NRS Aus
National Hire The Cat Rental Store,0,0,12,3000,National Hire The Cat Rental Store is a mining metals company based out of Hereford Street Berkley Vale New South Wales Australia
National Mining Services,500,12,726,2007,RELIABILITY FLEXIBILITY AND EXPERIENCE n nNational Mining Services NMS provides whole of mine operational services including heavy earthmoving equipment hire operational labour and skilled maintenance that is scalable to suit your needs n nNMS can offer solutions to suit your budget without compromising on the quality of products safety or production output With over 80 years of management experience we understand the importance of every product stage remaining on time and on budget n nWHY NATIONAL MINING SERVICES n nWe focus on what is important to our clients and have the experience and capability to deliver NMS has a focus on personalised services and provides a broad range of flexible options to suit contract mining resource infrastructure and mine site rehabilitation With experienced project managers and a proven track record NMS is the experienced choice n nGET IN TOUCH n nPhone 1300 739 930 nEmail info nationalmining com au
National OnLine Trading Limited,50,0,1,3000,National OnLine Trading Limited is a mining metals company based out of PO Box 7659 Cloisters Square Perth Western Australia Australia
National Plant Equipment,200,31,3708,1997,UNSTOPPABLE IN HEAVY EARTHMOVING EQUIPMENT HIRE n nEstablished in 1997 National Plant Equipment NPE specialises in the provision of heavy earthmoving equipment to the mining and civil construction sectors including some of Australia s largest companies n nWe strive to be an unstoppable force Unstoppable in delivering the best fleet the best service and the best solution to suit your needs n nA 100 Australian owned and operated company National Plant Equipment s success has come from our flexible structure affording us the agility to offer tailored solutions that meets and exceeds expectations n nNPE remains the supplier of choice to the industry providing n n Traditional dry and wet hire n Long and short term rentals n Flexible maintenance n Hire to buy n Tailored commercial contracts n nWe can deliver tailored solutions backed with a 24 7 maintenance and repair promise contributing towards minimal downtime enhanced efficiency and increased profitability n nOUR FLEET RANGE n nDozers Loaders Excavators Water Trucks Dump Trucks Graders Compactors and Service Trucks n nEXTENSIVE RANGE VALUED PARTNERSHIPS STRONG REPUTATION n nWe value partnerships efficiency and continuous improvement Our range of equipment is extensive and modern and we have over 3 500 000 operating hours at mine sites Australia wide n nLOCATION n nLocated in Gold Coast Emerald Yatala Nebo Hunter Valley Perth Karratha Katherine safety at our sites and on yours is deeper than just a commitment it is one of our core values Whether it is dry wet or fully maintained hire National Plant Equipment remain focused on providing valuable customer outcomes n nENQUIRE TODAY TO VIEW OUR CURRENT FLEET LISTINGS n nPhone 1300 794 448 nEmail info nationalplant com au
National Quarries,50,41,0,2012,National Quarries provides premium quarry products to the industry Operating from Nebo Queensland since 2012 National Quarries provides road and rail aggregate approved to NATA standards as well as other fit for purpose aggregate material n nThe skilled National Quarries team and state of the art crushing plant allows National Quarries to distribute a variety of aggregate material to clients at competitive prices n nPRODUCTS n n Blast Stemming n Rail Ballast n Secondary Mineralised Blast Rock n Fresh Blast Rock n Road base armour rock n Crusher dust n Coarse river sand n Fine River Sand
Nationwide Fabrications,0,3,0,3000,You can rely on Nationwide Fabrications a company with a proven track record in laboratory design manufacture and installation backed by an extensive range of dust and fume extraction products including the industry leading Nederman products to fulfill your needs provide the right solutions and solve your problems
Native Mineral Resources,50,6,337,2014,Native Mineral Resources is a 100 privately owned Australian registered entity with Australian Company Number ACN 625 453 929 and Australian Business Number ABN 11 625 453 929 Native Mineral Resources has extensive mineral exploration tenements in Queensland nThe Managing Directors and management of Native Mineral Resources have over 30 years of exploration mining and mineral resource experience and are eminently qualified in their respective fields of expertise Under their direction Native Mineral Resources has substantially increased its exploration opportunities within the Chillagoe and Palmerville areas of North Queensland with the focus of NMR s extensive portfolio of tenements being the Palmerville fault geological feature whereby Native Mineral Resources holds contiguous tenements along a 130km stretch of the fault nNative Mineral Resources is focused upon exploring throughout the region for copper and gold resources using geophysics which can identify sub surface anomalies prospective for copper gold mineralization and other targets prospective for base metals such as zinc lead copper
Natural Charcoal 2020 All,0,0,0,3000,Welcome to Natural Charcoal title Welcome to Natural Charcoal
Natural Resources Exploration Pty Ltd,0,3,0,2009,Natural Resources Exploration Pty Ltd is a mining metals company based out of 7 9 STEVENS ST Southport Queensland Australia
Naturaliste Garage Doors,0,0,0,3000,Naturaliste Garage Doors is a mining metals company based out of 19 Inverness Ave Dunsborough Australia
Naturaliste Holdings,10,0,12,3000,Geological consultancy services
Nautilus Minerals,200,40,3451,3000,Nautilus Minerals is at the forefront of an exciting new industry We are the first company in the world to commercially explore the oceans for seafloor massive sulphide deposits a potential source of high grade copper gold zinc and silver r n r nNautilus was granted the first mining lease for such deposits at the prospect known as Solwara 1 in the territorial waters of Papua New Guinea The company has also been granted its environmental permit for this site r n r nThis is just the beginning of the journey for Nautilus With approximately 420 000 km2 of exploration tenements in the western Pacific as well as in international waters in the eastern Pacific we are looking to rapidly grow our operations in the next few years and find the right people to take Nautilus into a new era of mineral production
Nautitech Mining Systems Australia,50,18,537,2000,Nautitech has built a reputation for developing solutions for improved safety and productivity in hazardous areas underground All our products are designed engineered and manufactured in Australia and our key products dominate the markets they are in
Navaids,0,2,6,3000,Not Provided
Naval Base Sheet Metal Fabrication Services,0,0,0,3000,Naval Base Sheet Metal Fabrication Services is a mining metals company based out of 55 Burlington St Naval Base Australia
Navarre Minerals Ltd,10,13,0,2011,Navarre Minerals Limited ASX NML is an Australian based resources company that is creating value from a portfolio of early to advanced stage gold and base metals projects in Victoria Australia
Navarro Sheet Metal Designs,0,0,0,3000,Navarro Sheet Metal Designs is a mining metals company based out of Unit 4 36 Kesters Road Corner Ceafield Road Para Hills West Australia
Navigator Bronzewing Pty Ltd,0,0,0,2009,Navigator Bronzewing Pty Ltd is a mining metals company based out of 45 RICHARDSON STREET GROUND FLOOR West Perth Western Australia Australia
Navigator Mining Pty Ltd,0,0,0,2004,Navigator Mining Pty Ltd is a mining metals company based out of PO BOX 276 West Perth Western Australia Australia
Navigator Resources Ltd,200,0,0,3000,Navigator Resources Limited is transitioning from explorer to producer and its objective is to build value for shareholders by becoming a highly regarded and profitable gold producer with a pipeline of advanced projects r n r nThe Company acquired the Bronzewing Gold Project in late 2009 and this Project is scheduled to recommence production in April 2010 Navigator also continues to pursue development opportunities at the Leonora Gold Project by initially carrying out a trial mining program The Company s medium term objective is to target 150 000oz pa of gold production from these two open pit projects r n r nThe Company also maintains an interest in assets in the East Kimberly region including the 100 owned Cummins Range Rare Earth Project
Nearology Spatial Intelligence,10,0,9,2014,Nearology Spatial Intelligence n nWe provide various business intelligence services for the minerals industry n nNearology is a spatial intelligence service that routinely reports changes to lease holdings and data availability in defined areas of interest n nWe also track competitor activities both spatially and on market including changes to lease holdings data availability M A and other activities n n We also provide clients with a first mover advantage in M A due dilligence via access to our proprietary database of open file data n n nContact us for more information n n0425 756 843
Neboro,10,0,18,2021,Neboro provides technical expertise in the fields of geotechnical engineering and mining engineering to the mining industry
Neill Mining Pty Ltd,1,0,51,2013,Mining Consultancy
Nelson Resources Limited,10,5,137,2007,Nelson Resource Limited is a gold exploration company with an exciting portfolio of gold tenements in the goldfields of Western Australia Many of the tenements have historical mine workings on them and some have been recently drilled with impressive gold results n nNelson Resources Limited is listed on the ASX with the NES stock code
Nelson Silos,0,6,0,3000,Not Provided
Nemba New Energy Metals and Battery Alliance,1,0,30,2018,The New Energy Metals and Battery Alliance NEMBA brings together miners processors and battery users to promote and foster the development of a sustainable and profitable new energy sector in Western Australia It provides a strong united voice to advocate to government develop and promote policy and educate the community about the sector and its benefits for WA
Neo Resources Limited,10,0,0,3000,Neo Resources Limited is a mining metals company based out of 431 Roberts Rd Subiaco Western Australia Australia
Neometals Ltd,50,26,2737,2002,Neometals innovatively develops opportunities in minerals and advanced materials essential for a sustainable future The strategy focuses on de risking and developing long life projects with strong partners and integrating down the value chain to increase margins and return value to shareholders n nNeometals has three core projects n n Lithium ion Battery Recycling a proprietary process for recovering cobalt and other valuable materials from spent and scrap lithium batteries Pilot plant testing currently underway with plans established to conduct demonstration scale trials with potential JV partner SMS Group n Lithium Refinery Project Progressing plans for a lithium refinery development to supply lithium hydroxide to the battery cathode industry underpinned by a binding life of mine annual offtake option for 57 000 tonnes per annum of Mt Marion 6 spodumene concentrate and n Barrambie Titanium and Vanadium Project one of the world s highest grade hard rock titanium vanadium deposits working towards a development decision by end 2020
Nepean Building Infrastructure Pty Ltd,0,29,132,1961,Nepean Building Infrastructure Pty Ltd is a mining metals company based out of 117 153 ROOKWOOD RD Yagoona New South Wales Australia
Nepean Power Technology,50,0,29,2008,We at Nepean Power Technology believe n Automation is a fundamental pillar in Australia s long term sustainability n We can help improve safety and productivity in the workplace n Insight leads to improved process performance n nTherefore we have automated the data analytics process to deliver to our clients easy to understand insights that increases the overall production time of an operation decreases the amount of downtime of plant and equipment and if an incident event emergency does happen minimises the impacts of this to the business n nAs a result of this we have created software products that greatly improves that way that a business deals with risk and emergency management asset optimisation and environment management in real time
Nepean Quarries,0,0,0,3000,Not Provided
Nepean Rubber Mouldings Pty Ltd,200,6,66,1982,Nepean Rubber Mouldings NRM is a privately owned Australian business structured across two divisions the first and biggest is the industrial division which supplies custom moulded rubber and plastic products to manufacturing construction appliance and related industries The second division is mining and aggregate which supplies screen media wear products and ancillaries to the mining and aggregate markets
Netcall Asia Pacific PTY Ltd,0,0,1,3000,Netcall Asia Pacific PTY Ltd is a mining metals company based out of THE BOATHOUSE 23A KING GEORGE STREET MCMAHONS POINT LOWER NORTH SHORE LOWER NORTHERN SYDNEY Sydney New South Wales Australia
Neuch芒tel Partners Pty Ltd,10,0,20,2002,Neuch芒tel Partners provides specialist corporate advisory services to the resources and utilities sectors r n r nNeuch芒tel Partners have had deep and direct senior management involvement in all aspects of the resources industry on a global basis Our depth comes from both executive and advisory experience developed internationally and locally and covering the commercial technical and social dimensions of business We provide clear and reliable advice and services for complex corporate project or organisational issues encountered in the resources sector including r n r n provision of interim senior level executive interim r n design execution support for mergers acquisitions and divestments r n business analysis and strategy development r n due diligence studies and support r n asset and business case valuations r n organisation review and restructuring r n leadership and systems improvement r n joint venture design and management r n r nNeuch芒tel Partners has recently r n managed comprehensive technical and commercial due diligence and business case analysis on gold and copper projects in Europe South West Africa West Africa and Central Africa r n managed commercial and technical elements for major infrastructure and service related packages including power and logistics for one of the largest undeveloped copper gold deposits in the world located in the Asia Pacific region and for a major bulk commodities project in Australia r n acted as owner s representative on a JV committee for a tier one mining project in Australia and on behalf of an AIM listed client developed and implemented a mineral exploration strategy in South East Asia r n r nNeuch芒tel Partners seeks to build a sustainable relationship of trust with its clients with whom we often do repeat business becoming valued members of the team r n r nJonathan Loraine r nPartner r n 61 419 643 200 r njloraine neuchatel com au r n r nFiona Murdoch r nPartner r n 61 410 481 148 r nfmurdoch neuchatel com au
New Age Exploration Limited,50,4,255,3000,New Age Exploration ASX NAE is a globally diversified minerals and metals exploration and development company focused on high value projects n nThe Company s key activities are advancing it s gold exploration projects in the highly competitive Pilbara district of Western Australia and in Otago New Zealand NAE also holds an advanced coking coal project in the United Kingdom
New Age Stainless,0,0,0,3000,New Age Stainless is a mining metals company based out of 19 Thomas St Cavan Australia
New Castalloy Pty Limited,0,0,0,2006,New Castalloy Pty Limited is a mining metals company based out of 76 92 MOORINGE AVE North Plympton South Australia Australia
New Century Resources,200,111,3962,2017,New Century Resources ASX NCZ is an Australian base metal producer that has become one of the world s top 10 zinc producers n nNew Century acquired the Century Mine when it ceased production in 2016 and has executed an economic rehabilitation plan comprised of upgrading the mine s existing world class infrastructure This rehabilitation was completed in August 2018 when the mine successfully entered production n nNew Century Resources is initially focusing on the existing ore reserves to produce zinc in the lowest cost quartile globally Substantial mineral resources exist on the mining leases which will provide a significant opportunity for mine life extension and metal production increases from the mine s operations n nTo learn more please visit www newcenturyresources com
New Competitive Drilling,10,0,0,2010,New Competitive Drilling NCD is a specialist Reverse Circulation RC drilling services company based in Australia r n r nNCD s shareholders include entities associated with exploration companies in Australia North America and Africa which provide the Company with the opportunity to be involved in extensive drilling programs in these regions r n r nThe Company has a vision of expanding its fleet of drill rigs progressively over the next three years based on current financial forecasts r n r nIf you require any further information please do not hesitate to contact info newcompdrilling com au
New Emerald Coal,10,0,1145,2013,New Emerald Coal Ltd is an emerging coal producer focused on production output growth through development acquisition and operational optimisation n nThe company s vision is to extract value from new opportunities in Queensland maximising the benefits of our unique operational model guided by a cost effective small but target driven executive team n nWe are committed to collaborating with the communities in which we operate to create local employment opportunities and supporting sustainable development
New England Trophies,0,0,0,3000,New England Trophies is a mining metals company based out of 118 Dangar St Armidale Australia
New Generation Earthmoving Fabrications,0,0,2,3000,Not Provided
New H2O Resources,10,0,33,2017,Most mines are located in remote areas with limited access to high quality water Mining impacts on water quality and quantity most contentious of mining development issues Mines also compete with rural fresh water and agricultural supply n nThe current practice in the mining industry is to treat water as a waste product which is an expense to both operations and the environment to store it onsite Expensive financial arrangements are in place for the supply and provision of water needed for operations environment assurance bonds for pollution or failure to rehabilitate n nNew H2O Resources are working towards a sustainable future for water in the mining industry by reducing the stress on national water resources and the need to build more dams on critical river systems and eco environments n nNew H2O s technology offers not only a cost reduction to mines but is also a revenue stream for mines to resell the treated in an off take arrangement with the local rural community The mobile plants rather than the larger fixed infrastructure we see at the moment allow flexibility and also enable the plant to move with the needs of the mining operations waste water storage facilities
New Hope Group,1000,204,8294,1952,The New Hope Group is an Australian owned and operated diversified energy company which has been proudly based in South East Queensland for more than 60 years n nWith business interests and operations spanning coal mining exploration port operation oil agriculture innovative technologies and investment New Hope is ranked as one of the 100 largest ASX listed companies by market capitalisation and is amongst the top 10 ASX listed companies based in Queensland n nThe success of New Hope s diversified ventures along with a reputation for hard work and sensible management has seen the business grow to become one of the State s largest regionally based corporations directly employing around 600 people n nOur continued growth is founded on a long term commitment to our employees and disciplined management alongside a proactive approach to the environment community and social responsibility
New Hunter Industrial Services,0,0,0,3000,New Hunter Industrial Services is committed to providing high quality solutions that deliver exceptional value to our clients and their business Knowing that every project is different New Hunter has the ability to adapt engineering and project delivery modes to meet our client s timeframes quality needs and cost expectations Our performance driven team comprising of project managers supervisors and trades personnel are dedicated to delivering the highest quality work in a safe and timely manner
New Macey,50,9,0,1999,New Macey is an OEM manufacturer of high voltage plugs and connectors for the mining and transportation industries
New Rental,10,3,0,2020,Offering a range of Light Vehicles for Long Term Hire
New South Resources,10,0,143,2006,www newsouthresources com au n nNew South Resources is a successful private NSW focused gold explorer which was founded in 2006 Our goal is to transition projects along the discovery pipeline for our company and the communities in which we operate n nNSR operates out of Orange NSW n nContact gdiemar newsouthresources com au for more details
New Trend Solution,0,0,0,3000,New Trend Solution is a mining metals company based out of 37 Parkhurst Dr Knoxfield Australia
NewGenGold Conference,10,0,25,1995,NewGenGold is the world s pre eminent gold exploration conference held in November of every second year in Perth Western Australia The first in the biennial conference series was held in 1995 under the title of New Generation Gold Mines and the acronym NewGenGold was invoked in 2001 The event is jointly organised by Paydirt Media Pty Ltd and the conference founder Keith Yates Associates Pty Ltd n nAn invaluable forum for the professional development of geoscientists the conference is focused on discovery case histories of the world s most recent gold mines or soon to be mines A programme of sixteen 45 minute papers is presented over two days each addressing the where why and how of the discovery process leading to the world s more important gold deposits A publication of proceedings is available for each event n nThe continued success and popularity of the conference proves the motivational nature of discovery case histories for geologists from all levels of the gold exploration and production business Consequently it attracts strong attendance of delegates from around the globe and the sponsorship and support of major international gold producers
NewPeak Metals ASX FWB NPM,50,9,483,3000,NewPeak Metals ASX FWB NPM is an exploration company with high growth potential focussing on exceptional results driven Gold projects in New Zealand Finland and Argentina
Newcastle Armoury,0,0,0,3000,Newcastle Armoury is a mining metals company based out of Unit 2 78 Seventh St Boolaroo Australia
Newcastle Coal Infrastructure Group NCIG,200,59,1957,3000,Newcastle Coal Infrastructure Group Pty Limited NCIG owns and operates one of Australia s major coal export terminals with proximate rail storage and shiploading facilities and associated infrastructure r n r nWe are located on Kooragang Island at the Port of Newcastle New South Wales Australia and are strategically placed at the mouth of the Hunter River approximately 160 kilometres from Sydney r n r nThe Terminal is situated on an industrialised island and has strong logistical connections as part of the Hunter Valley Coal Chain integrated coal export infrastructure operation r n r nNCIG services long life coal mines in the Newcastle Hunter Valley Gunnedah Gloucester and Western Coalfields of New South Wales by providing access to port infrastructure to export their coal production r n r nWe form part of the export gateway for the substantial Hunter Valley coal industry with the Port of Newcastle representing the export route for production in the region r n r nOver 90 of coal exported through the NCIG Terminal is thermal coal to be supplied to established energy consumers in Asia such as Japan South Korea and Taiwan with significant recent and forecast growth in exports to the developing economy of China
Newcastle Plumbing Priority,0,0,0,3000,Newcastle Plumbing Priority is a mining metals company based out of 2c 50 Northcott Dr Kotara Australia
Newcrest Mining,20000,5638,207075,1966,Newcrest is the largest gold producer listed on the Australian Securities Exchange and one of the world s largest gold mining companies n nWe are committed to supporting a safe diverse and inclusive culture where our talents and differences are valued n nOur activities in Australia and overseas mean our people are increasingly presented with more unique learning and development possibilities and opportunities to travel than ever before n nWith world class opportunities across many diverse locations Newcrest gives employees the chance to apply skills and expertise in the global mining community providing opportunities to gain broad experience on a variety of projects in a range of geographies n nNewcrest s mission is to deliver superior returns from finding developing and operating gold copper mines Our vision is to be the Miner of Choice We will lead the way in safe responsible efficient and profitable mining n nWe value n Caring about people Keeping people safe and healthy and respecting our communities and the environment n n Integrity and honesty Doing what we say we will do and doing the right thing n n Working together Having shared goals and helping one another to achieve them n n Innovation and problem solving Challenging convention and finding a better way n n High Performance Seeking high performance in ourselves and others
Newexco Exploration Pty Ltd,50,8,140,2018,We re an independent specialist consulting and contracting group offering exploration and targeting services to the mineral exploration industry
Newexco Services Pty Ltd,50,14,0,3000,Exploration and Mining services company specialising in nickel from grass roots to mine gate We also explore for Au Cu Pb Zn Pt Pd We provide expertise in exploration and geophysics to clients exploring in Australia and world wide We have contributed the major geological component to 5 feasibility studies nickel sulphides and copper zinc nExplorer of the Year Award Sydney 2008 nProspector of the year AMEC 2009
Newfield Resources Limited,10,9,184,3000,Newfield Resources is a diversified exploration company with an advanced diamond project in Sierra Leone and several gold projects in Western Australia
Newline Metals International,10,0,11,3000,Scrap Metal company based in Melbourne for cars and prices for the scrap metal call us on 03 8338 9065 for a free quote
Newline Metals International Pty Ltd,0,3,0,3000,Not Provided
Newman s Rewinding,50,2,385,3000,Based in Townsville North QLD Newman s Rewinding are Your Local Specialists in Electric Motors and Drives n nSupplying Refurbishing and Servicing all makes and brands including ABB Aurora Baldor CMG FASCO Marathon SEW Techtop TECO Toshiba VEM WEG n nNewmans Rewinding are the North QLD Service Agent for WEG equipment
