CompanyName,FirstAnnualRevenue
QUEENSLAND POWER COMPANY PTY LTD,425000000
CA STEEL PRODUCTS PTY LTD,1000000001
CB&I AUSTRALIA PTY LTD,1000000001
CBI CONSTRUCTORS PTY LTD,1000000001
J. RAY MCDERMOTT HOLDING PTY. LIMITED.,1000000001
Ausenco do Brasil Engenharia Ltda.,750000000
Ausenco Engineering Canada Inc.,750000000
Ausenco Peru S.A.C,750000000
Ausenco Sustainability Inc,750000000
ASHTON COAL MINES LIMITED,1000000001
AUSTRALIAN COAL RESOURCES LIMITED,1000000001
CNA RESOURCES LIMITED,1000000001
CNA WARKWORTH AUSTRALASIA PTY LIMITED,1000000001
COAL & ALLIED INDUSTRIES LIMITED,1000000001
COAL & ALLIED OPERATIONS PTY LTD,1000000001
GLOUCESTER PTY LTD,1000000001
KALAMAH PTY LTD,1000000001
MOOLARBEN COAL MINES PTY LIMITED,1000000001
MOUNT THORLEY OPERATIONS PTY LIMITED,1000000001
PREMIER COAL LIMITED,1000000001
R.W. MILLER LIMITED,1000000001
STRATFORD COAL PTY. LTD.,1000000001
SYNTECH RESOURCES PTY LTD,1000000001
YANCOAL AUSTRALIA SALES PTY LTD,1000000001
YANCOAL MOOLARBEN PTY LTD,1000000001
YANCOAL RESOURCES LIMITED,1000000001
YARRABEE COAL COMPANY PTY. LTD.,1000000001
DALRYMPLE BAY INFRASTRUCTURE MANAGEMENT PTY LTD,1000000001
CUMMINS SOUTH PACIFIC PTY. LTD.,175000000
Intertek Australia Holdings Pty Ltd,175000000
Kirkland Lake Gold Ltd.,1000000001
CNOOC Australia International Holdings Private Limited,1000000001
CNOOC NWS Private Limited,1000000001
METAL MANUFACTURES PTY LIMITED,1000000001
JADESTONE ENERGY PTY LTD,650000000
ALBRIGHT & WILSON LIMITED,125000000
AMPOLEX PTY. LIMITED,1000000001
ESSO AUSTRALIA PTY LTD,1000000001
ESSO AUSTRALIA RESOURCES PTY LTD,1000000001
MOBIL AUSTRALIA RESOURCES COMPANY PTY LIMITED,1000000001
MOBIL EXPLORATION & PRODUCING AUSTRALIA PTY LTD,1000000001
MOBIL OIL AUSTRALIA PTY LTD,1000000001
MOBIL REFINING AUSTRALIA PTY. LTD.,1000000001
SILICON METAL COMPANY OF AUSTRALIA PTY LTD,325000000
BROKEN HILL OPERATIONS PTY LTD,175000000
CBH PANORAMA PTY LTD,175000000
CBH RESOURCES LIMITED,175000000
CBH WESTERN AUSTRALIA PTY LTD,175000000
COBAR INFRASTRUCTURE PTY. LTD.,175000000
Cobar Operations Pty Ltd,175000000
ENDEAVOR OPERATIONS PTY LTD,175000000
TRIAKO RESOURCES LIMITED,175000000
ALCOA OF AUSTRALIA LIMITED,950000000
YARA PILBARA FERTILISERS PTY LTD,1000000001
YARA PILBARA NITRATES PTY LTD,1000000001
FUGRO HOLDINGS PTY LTD,175000000
ERA POLYMERS PTY LTD,125000000
FITZROY PTY LTD,1000000001
Ranges Mining Pty Ltd,1000000001
SOUTHERN QUARRIES PTY. LTD.,1000000001
ANZON ENERGY LTD,1000000001
ROC OIL AUSTRALIA HOLDINGS PTY LTD,1000000001
ROC OIL PTY LIMITED,1000000001
Roc Oil Pty Limited,1000000001
ROC OIL INTERNATIONAL HOLDINGS PTY LTD,1000000001
TRI-STAR AUSTRALIA HOLDING COMPANY,175000000
SNF PTY. LIMITED,175000000
ENSHAM COAL SALES PTY. LTD.,1000000001
IDEMITSU COAL MARKETING AUSTRALIA PTY LTD,1000000001
MUSWELLBROOK COAL COMPANY LTD,1000000001
HB Fuller Company Australia Pty Ltd,125000000
J-POWER AUSTRALIA PTY LTD,1000000001
SGS Australia,225000000
Tokyo Gas Gorgon Pty Ltd,1000000001
TOKYO GAS ICHTHYS PTY LTD,1000000001
Tokyo Gas Pluto Pty Ltd,1000000001
Tokyo Gas QCLNG Pty Ltd,1000000001
XYLEM WATER SOLUTIONS AUSTRALIA LIMITED,225000000
INDORAMA VENTURES OXIDES AUSTRALIA PTY LIMITED,125000000
Woodside Energy Trading Singapore Pte Ltd,1000000001
PANORAMIC RESOURCES LIMITED,50000000
BRENNTAG AUSTRALIA PTY LTD,125000000
OZ Exploration Pty Ltd,1000000001
OZ MINERALS LIMITED,1000000001
OZ MINERALS MUSGRAVE OPERATIONS PTY LTD,1000000001
OZ MINERALS SERVICES PTY LTD,1000000001
LIBERTY OIL CORPORATION PTY LTD,1000000001
VIVA ENERGY AUSTRALIA GROUP PTY LTD,1000000001
MC MARDIE PTY LTD,125000000
MCNALLY GROUP CONTRACTING PTY LTD,125000000
MCNALLY GROUP HOLDINGS PTY LTD,125000000
MCNALLY GROUP PTY LTD,125000000
CMOC MINING PTY LIMITED,225000000
DARLOT MINING COMPANY PTY LTD,275000000
GREENSTONE RESOURCES PTY LTD,275000000
BIS Finance Pty Limited,1000000001
BIS INDUSTRIES HOLDINGS LIMITED,1000000001
BIS Industries Limited,1000000001
FOXLEIGH COAL PTY LTD,650000000
NEW ACLAND COAL PTY. LTD.,1000000001
L.H. PERRY & SONS PTY. LTD.,175000000
Bisalloy Steel Group Limited,125000000
DYNO NOBEL ASIA PACIFIC PTY LIMITED,1000000001
CIVMEC LIMITED,850000000
RAMELIUS RESOURCES LIMITED,650000000
CI RESOURCES LIMITED,550000000
AUSTIN ENGINEERING LIMITED,225000000
BLONDIE TRADING PTY LTD,1000000001
RIVET ENERGY AVIATION PTY LIMITED,1000000001
RIVET ENERGY PTY LTD,1000000001
RIVET MINING SERVICES PTY LTD,1000000001
SMS Rental Pty Ltd,1000000001
SUNSHINE REFUELLERS PTY LTD,1000000001
LIBERTY INFRABUILD LTD,1000000001
AUSTRALIAN NICKEL INVESTMENTS PTY LTD,1000000001
BIOHEAP LIMITED,1000000001
FLINDERS PROSPECTING PTY LTD,1000000001
IGO Canada Holdings B.C. Ltd,1000000001
IGO LITHIUM HOLDINGS PTY LTD,1000000001
IGO NEWSEARCH PTY LTD,1000000001
IGO NICKEL HOLDINGS PTY LTD,1000000001
IGO NOVA HOLDINGS PTY LTD,1000000001
IGO STOCKMAN PARENT PTY LTD,1000000001
IGO STOCKMAN PROJECT PTY LTD,1000000001
IGO WINDWARD PTY LTD,1000000001
WESTERN AREAS LIMITED,1000000001
WESTERN AREAS NICKEL PTY LTD,1000000001
WESTERN PLATINUM NL,1000000001
African Underground Mining Services Burkina Faso SARL,1000000001
African Underground Mining Services Limited,1000000001
African Underground Mining Services Tanzania,1000000001
Barminco Mining Services Botswana Pty Ltd,1000000001
AJ LUCAS GROUP LIMITED,125000000
WRIGHT PROSPECTING PTY LTD,425000000
PEREGRINE ENERGY PTY LTD,1000000001
SEPL Pty Ltd as trustee for SFT,1000000001
PT Macmahon Indonesia,1000000001
EMERSON PROCESS MANAGEMENT AUSTRALIA PTY LTD,125000000
GENESIS ENERGIES CONSULTANTS PTY LTD,175000000
T.EN AUSTRALIA AND NEW ZEALAND PTY LTD,175000000
LENNON ENGINEERING AND CONSTRUCTION PTY LTD,1000000001
LOWES AIR SERVICES PTY LTD,1000000001
REVIR PTY LTD,1000000001
Karoon Energy Ltd,375000000
MONDIUM PTY LTD,125000000
COAL MINING INDUSTRY CORPORATION,125000000
Whitehaven Coal Limited,1000000001
Whitehaven Coal Mining Limited,1000000001
FORTESCUE METALS GROUP LTD,1000000001
Pit N Portal Equipment Hire Pty Ltd,750000000
COAL MINES INSURANCE PTY LTD,325000000
COAL SERVICES PTY LIMITED,325000000
MINES RESCUE PTY LIMITED,325000000
Hanlon Engineering & Associates,650000000
MIPAC PTY. LTD.,650000000
UPSTREAM PRODUCTION SOLUTIONS PTY LTD,650000000
METAROCK GROUP LIMITED,475000000
KOMATSU TA PTY LTD,1000000001
ASCC PROPERTY CUSTODIAN PTY LTD,175000000
NEW CENTURY RESOURCES LIMITED,425000000
DDH1 LIMITED,650000000
RANGER EXPLORATION DRILLING PTY LTD,650000000
STRIKE DRILLING PTY LTD,650000000
AUSTECH INSTRUMENTS PTY LIMITED,425000000
EX TESTING AND CERTIFICATION PTY LTD,425000000
ULLRICH ALUMINIUM PTY. LIMITED,1000000001
VULCAN STEEL PTY LTD,1000000001
Vulcan Steel Limited,1000000001
EROC HOLDINGS PTY LIMITED,275000000
REDPATH AUSTRALIA COAL PTY LTD,275000000
REDPATH AUSTRALIA PTY LIMITED,275000000
REDPATH CONTRACT SERVICES PTY LTD,275000000
Underaus Group Holdings Pty Ltd,275000000
ADVISIAN PTY LTD,1000000001
ENERGY RESOURCING AUSTRALIA PTY LIMITED,1000000001
INTECSEA PTY LTD,1000000001
WORLEY ENGINEERING PTY LIMITED,1000000001
WORLEY FINANCIAL SERVICES PTY LIMITED,1000000001
WORLEY SERVICES PTY LIMITED,1000000001
Stanley Black and Decker Australia Pty Ltd,375000000
SHARK BAY SALT PTY LTD,175000000
ICRA Cumnock Pty Ltd,1000000001
Vermilion Oil & Gas Australia Pty Ltd,125000000
KARARA MINING LIMITED,1000000001
Safety Mate Pty Ltd,50000000
OE JV CO PTY LIMITED,1000000001
ORIGIN ENERGY ELECTRICITY LIMITED,1000000001
ORIGIN ENERGY ERARING PTY LIMITED,1000000001
ORIGIN ENERGY HOLDINGS PTY LIMITED,1000000001
ORIGIN ENERGY LNG PORTFOLIO PTY LTD,1000000001
ORIGIN ENERGY LPG LIMITED,1000000001
ORIGIN ENERGY POWER LIMITED,1000000001
ORIGIN ENERGY RETAIL LIMITED,1000000001
ORIGIN ENERGY PTY LIMITED,1000000001
BARRICK ADMINISTRATION COMPANY PTY LTD,475000000
SARACEN MINERAL HOLDINGS LIMITED,1000000001
Lucas Total Contract Solutions,175000000
MEARS GROUP PTY LTD,650000000
TOTALENERGIES EP AUSTRALIA SAS,1000000001
TOTALENERGIES EP ICHTHYS BV,1000000001
TOTALENERGIES GLNG AUSTRALIA SAS,1000000001
ACELIGHT PTY. LIMITED,1000000001
CADELAN PTY LIMITED,1000000001
COPPER REFINERIES PTY. LTD.,1000000001
CUMNOCK COAL PTY LTD,1000000001
Glencore Investment Pty Limited,1000000001
GLENMURRIN PTY LIMITED,1000000001
GLIDECO Pty LIMITED,1000000001
HELIOS HAWK PTY LTD,1000000001
ISOKIND PTY. LIMITED,1000000001
MIDAS HAWK PTY LTD,1000000001
MINARA RESOURCES PTY LTD,1000000001
NORANDA PACIFIC No. 2 PTY LIMITED,1000000001
Ichthys LNG PL,1000000001
INPEX Alpha Ltd,1000000001
INPEX Holdings Australia Pty Ltd,1000000001
INPEX Ichthys Pty Ltd,1000000001
INPEX Oil and Gas Australia Pty Ltd,1000000001
INPEX Operations Australia Pty Ltd,1000000001
J RAY MCDERMOTT HOLDING PTY LTD,550000000
TRELLEBORG HOLDINGS AUSTRALIA PTY LTD,125000000
Ausenco Engineers Private Limited,950000000
Hemmera Envirochem Inc,950000000
ANGLO AMERICAN METALLURGICAL COAL PTY LTD,1000000001
CENTENNIAL AIRLY PTY LTD,1000000001
HUDSON GLOBAL RESOURCES PTY LIMITED,325000000
CATERPILLAR GLOBAL MINING EXPANDED PRODUCTS PTY LTD,1000000001
Osaka Gas Australia Pty Ltd,175000000
FMC AUSTRALASIA PTY LTD,225000000
DKSH AUSTRALIA PTY. LTD.,425000000
FLEETCO HOLDINGS PTY LIMITED,1000000001
FLEETCO RENTALS PTY LIMITED,1000000001
THIESS MONGOLIA HOLDINGS PTY LTD,1000000001
DIC AUSTRALIA PTY LIMITED,50000000
MITSUI E&P AUSTRALIA PTY LIMITED,750000000
3M AUSTRALIA PTY LTD,475000000
CHEVRON PTY LTD,1000000001
DIRECTHAUL PTY LIMITED,1000000001
Howden Australia Pty Ltd,125000000
PERILYA BROKEN HILL LIMITED,850000000
AGNEW GOLD MINING COMPANY PTY LIMITED,1000000001
AGNEW HOLDING COMPANY PTY LTD,1000000001
GRUYERE HOLDINGS PTY LTD,1000000001
GRUYERE MANAGEMENT PTY LTD,1000000001
GRUYERE MINING COMPANY PTY LTD,1000000001
GSM HOLDING COMPANY PTY LTD,1000000001
GSM MINING COMPANY PTY LTD,1000000001
ST IVES GOLD MINING COMPANY PTY LIMITED,1000000001
ST IVES HOLDING COMPANY PTY LTD,1000000001
ARGYLE DIAMONDS LIMITED,1000000001
Borax Europe Limited,1000000001
ENERGY RESOURCES OF AUSTRALIA LTD.,1000000001
Rio Tinto Escondida Ltd,1000000001
Rio Tinto European Holdings Ltd,1000000001
Rio Tinto London Limited,1000000001
Rio Tinto OT Management Limited,1000000001
Rio Tinto PLC,1000000001
BOGGABRI COAL PTY LIMITED,1000000001
AVFI PTY LTD,275000000
Callidus New Caledonia SARL,275000000
Callidus Process Solutions Madagascar SARL,275000000
CALLIDUS PROCESS SOLUTIONS PTY LTD,275000000
CALLIDUS WELDING SOLUTIONS PTY LTD,275000000
ENERGY CONSERVATION TECHNOLOGIES PTY LTD,275000000
Fire Protection Technologies Ltd New Zealand,275000000
FIRE PROTECTION TECHNOLOGIES PTY LTD,275000000
PON.BIKE PTY LTD,275000000
Prochem Group New Zealand Pty Ltd,275000000
PROCHEM PIPELINE PRODUCTS PTY LTD,275000000
FLSMIDTH ABON PTY LTD,550000000
WOODSIDE PETROLEUM LTD.,1000000001
Emerson automation solutions final control australia pty ltd,225000000
DOWNER EDI ENGINEERING POWER PTY LTD,1000000001
DOWNER EDI ENGINEERING PTY LIMITED,1000000001
DOWNER EDI LIMITED,1000000001
DOWNER EDI MINING PTY LTD,1000000001
DOWNER EDI RAIL PTY LTD,1000000001
DOWNER EDI SERVICES PTY LTD,1000000001
DOWNER EDI WORKS PTY LTD,1000000001
DOWNER UTILITIES HOLDINGS AUSTRALIA PTY LTD,1000000001
MINERAL TECHNOLOGIES PTY LTD,1000000001
SPOTLESS GROUP HOLDINGS LIMITED,1000000001
SPOTLESS GROUP LIMITED,1000000001
Bis Industries Holdings Limited,1000000001
GARNET INTERNATIONAL RESOURCES PTY LTD,425000000
Jadestone Energy Pty Ltd,1000000001
INCITEC FERTILIZERS PTY LIMITED,1000000001
SOUTHERN CROSS FERTILISERS PTY LTD,1000000001
WESTSIDE PETROLEUM CONSOLIDATED HOLDINGS PTY LIMITED,1000000001
PUMA ENERGY KWINANA PTY LTD,50000000
Metarock Group Ltd,475000000
Pybar,475000000
OMYA AUSTRALIA PTY LIMITED,175000000
AUSTRALIA PACIFIC LNG CSG PROCESSING PTY LIMITED,1000000001
AUSTRALIA PACIFIC LNG CSG TRANSMISSIONS PTY LIMITED,1000000001
AUSTRALIA PACIFIC LNG DOWNSTREAM HOLDINGS PTY LIMITED,1000000001
Australia Pacific LNG Gladstone Pipeline Pty Limited,1000000001
PALLION GROUP PTY LIMITED,1000000001
TASMANIAN ELECTRO METALLURGICAL COMPANY PROPRIETARY LIMITED,1000000001
BCI MINERALS LIMITED,175000000
GBF MINING AND INDUSTRIAL SERVICES PTY LTD,1000000001
GF HOLDINGS PTY LTD,1000000001
SEPL PTY LTD,1000000001
ACROW FORMWORK AND CONSTRUCTION SERVICES LIMITED,50000000
MYNBOU PTY LTD,275000000
NATIONAL GROUP CORPORATION PTY LTD,275000000
NATIONAL MINING SERVICES PTY LTD,275000000
NATIONAL PLANT AND EQUIPMENT PTY LIMITED,275000000
National Plant Services Pty Ltd,275000000
RESOLUTE EQUIPMENT PTY LTD,275000000
SAFECROSS PTY LTD,275000000
Wolff Equipment Pty Ltd,275000000
WOLFF GROUP PTY LTD,275000000
WOLFF MINING PTY LTD,275000000
FUJIFILM AUSTRALIA PTY LTD,650000000
FUJIFILM BUSINESS INNOVATION AUSTRALIA PTY LTD,650000000
FUJIFILM CSG LIMITED,650000000
FUJIFILM HOLDINGS AUSTRALASIA PTY LTD,650000000
AUSTRALIAN MUD COMPANY PTY LTD,375000000
Flexit Australia Pty Ltd,375000000
IMDEX INTERNATIONAL PTY LTD,375000000
Imdex Nominees Pty Ltd,375000000
Reflex Instruments Asia Pacific Pty Ltd,375000000
GLOBAL ADVANCED METALS PTY LTD,125000000
WILUNA MINING CORPORATION LIMITED,125000000
Cardno Limited,950000000
PERENTI GLOBAL LIMITED,1000000001
REDOX PTY LTD,750000000
Senex Energy Limited,125000000
EMECO INTERNATIONAL PTY LTD,1000000001
BAKER HUGHES DIGITAL SOLUTIONS AUSTRALIA PTY LTD,1000000001
BAKER HUGHES PRESSURE CONTROL AUSTRALIA PTY LTD,1000000001
PROCESS & PIPELINE SERVICES PTY LTD,1000000001
BOART LONGYEAR LIMITED,650000000
HSE GROUP HOLDINGS PTY LTD,425000000
KALARI PROPRIETARY LIMITED,425000000
KOMATSU MARKETING SUPPORT AUSTRALIA PTY LTD,1000000001
MITSUI COAL HOLDINGS PTY LTD,950000000
MITSUBISHI AUSTRALIA LIMITED,50000000
AMEC FOSTER WHEELER AUSTRALIA PTY LTD,175000000
AUS-OPS PTY LTD,175000000
INNOFIELD SERVICES PTY LTD,175000000
RIDER HUNT INTERNATIONAL PTY LTD,175000000
SVT Holdings Pty Ltd,175000000
WOOD AUSTRALIA PTY LTD,175000000
WOOD BECA LIMITED,175000000
WOOD GROUP KENNY AUSTRALIA PTY LTD,175000000
Nippon Coke & Engineering Co.,1000000001
Ltd.,1000000001
SUN RETAIL PTY LTD,1000000001
Peabody Investment Corporation,1000000001
WORLEYPARSONS FINANCIAL SERVICES PTY LIMITED,1000000001
CONTRACT GROUP PTY LTD,125000000
GILT-EDGED MINING NL,1000000001
Northern Star Pty Ltd,1000000001
AUSTRAL GOLD LIMITED,125000000
AIR LIQUIDE HEALTHCARE PTY. LTD.,325000000
RESOLUTE MINING LIMITED,750000000
Savanna Energy Services Pty Ltd,125000000
ME ELECMETAL AUSTRALIA PTY LTD,50000000
ERM POWER LIMITED,1000000001
Ausenco Africa Limited,425000000
Ausenco Americas LLC,425000000
Ausenco Beijing Limited,425000000
Ausenco Business Services Sdn Bhd,425000000
Ausenco Canada Inc,425000000
Ausenco Engineering Canada Inc,425000000
Ausenco Engineers private Limited,425000000
AUSENCO GLOBAL PTY LTD,425000000
Ausenco Global Services Limited,425000000
Ausenco Peru SAC,425000000
Ausenco Projects Limited,425000000
Ausenco PSI Inc,425000000
Ausenco Saudi Arabia Ltd,425000000
Ausenco Senegal SARL,425000000
Ausenco Sierra Leone Pty Ltd,425000000
AUSENCO SOLUTIONS PTY LTD,425000000
Ausenco Solutions Quebec Inc,425000000
Ausenco South Africa Pty Ltd,425000000
Ausenco USA Inc.,425000000
Forestal Enterprises Ltd,425000000
Forestal International Consultant Inc,425000000
Pipelines Systems Incorporated Ltd,425000000
Pipeline Systems International Australia Pty Ltd,425000000
PSI Engineering Ltd,425000000
PT Ausenco Indonesia,425000000
Sandwell Engineers Pty Ltd,425000000
The trustee for Ausenco Foundation,425000000
Vector Argentina S.A.,425000000
Vector Engineering Inc,425000000
Fire Protection Technologies Pty Ltd,375000000
TOTALENERGIES EP AUSTRALIA S.A.S.,1000000001
TOTAL E&P ICHTHYS B.V.,1000000001
TOTAL GLNG AUSTRALIA S.A.S.,1000000001
NEWMONT GOLDCORP TANAMI PTY LTD,1000000001
DOF Management Australia Pty Ltd,50000000
DOF SUBSEA AUSTRALIA PTY LTD,50000000
KELLOGG BROWN & ROOT PTY LTD,475000000
INPEX ALPHA LTD,1000000001
CITIC Portland Holdings Pty Ltd,750000000
CADELAN PTY LTD,1000000001
GLIDECO PTY LIMITED,1000000001
HELIOS AUSTRALIA PTY LIMITED,1000000001
JONSHA PTY LIMITED,1000000001
NORANDA PACIFIC NO 2 PTY LIMITED,1000000001
LYONDELLBASELL AUSTRALIA PTY LTD,225000000
Weir Group Limited,1000000001
Weir Minerals Australia Limited,1000000001
GOLD ROAD RESOURCES LIMITED,275000000
BP DEVELOPMENTS AUSTRALIA PTY LTD,1000000001
QMAG PTY LIMITED,175000000
QMCH Pty Ltd,175000000
QMC PTY LIMITED,175000000
QMC REFMAG PTY LTD,175000000
QUEENSLAND MAGNESIA PTY LTD,175000000
PanAust Limited,750000000
WORMALD AUSTRALIA PTY LTD,275000000
ANGLO AMERICAN METALLURGICAL COAL ASSETS EASTERN AUSTRALIA LIMITED,1000000001
ANGLO AMERICAN METALLURGICAL COAL ASSETS PTY LTD,1000000001
ANGLO AMERICAN METALLURGICAL COAL HOLDINGS LIMITED,1000000001
ANGLO COAL HOLDINGS PTY LTD,1000000001
ANGLO COAL LIMITED,1000000001
ANGLO COAL PTY LTD,1000000001
MORANBAH NORTH COAL PTY LTD,1000000001
WESTERN AUSTRALIAN SPECIALTY ALLOYS PTY. LTD.,175000000
TAIPOWER BENGALLA PTY. LIMITED,175000000
MACH Australia Holdings Pty Ltd,750000000
MACH Energy Australia Pty Ltd,750000000
Coronado Global Resources Inc.,1000000001
IDEMITSU AUSTRALIA RESOURCES PTY LTD,1000000001
CHANDLER MACLEOD GROUP LIMITED,1000000001
Ampol Limited,1000000001
HARVEST ROAD GROUP PTY LTD,1000000001
TATTARANG CAPITAL PTY LTD,1000000001
THE MSPC TRUST,1000000001
The Trustee for THE PEEPINGEE TRUST,1000000001
STANMORE COAL LIMITED,275000000
SEPL Pty Ltd,1000000001
INCYCLE SHOTCRETE PTY LIMITED,325000000
RUC CEMENTATION MINING CONTRACTORS PTY LTD,325000000
ENERGY WORLD CORPORATION LTD,225000000
Lucas Total Contract Solutions Pty Ltd,175000000
Orocobre Limited,125000000
CONV AUSTRALIA HOLDING PTY LTD,375000000
RONALD E. GRAHAM PTY LTD,375000000
E & A LIMITED,175000000
Boom Logistics Limited,175000000
Gold Corporation,1000000001
EMERSON AUTOMATION SOLUTIONS FINAL CONTROL AUSTRALIA PTY LIMITED,225000000
LYNAS AFRICA HOLDINGS PTY LTD,650000000
MARUBENI COAL PTY. LTD.,325000000
DITH AUSTRALIA PTY LTD,275000000
SENEX ENERGY LIMITED,125000000
KUNDANA GOLD PTY LIMITED,1000000001
JEEBROPILLY COLLIERIES PTY. LTD.,1000000001
NEW HOPE COAL MARKETING PTY LTD,1000000001
JOY GLOBAL SURFACE PTY LTD,650000000
P & H MINE PRO SERVICES PTY LTD,650000000
MODULAR MINING SYSTEMS PTY. LIMITED,125000000
SOJITZ MOOLARBEN RESOURCES PTY LTD,175000000
NEWCREST INTERNATIONAL PTY LTD,1000000001
MINOVA AUSTRALIA PTY LTD,1000000001
CALIBRE GROUP PTY LTD,475000000
Brenntag Australia Pty. Ltd.,125000000
SUMISHO COAL AUSTRALIA PTY LIMITED,175000000
REDOX GROUP PTY LTD,750000000
WORLEY ECR PTY LTD,1000000001
EnerMech Pty Limited,125000000
MINTEG PTY LTD,125000000
AUSENCO LIMITED,425000000
Amari Metals Australia Pty Ltd,275000000
BLIGH RESOURCES LIMITED,1000000001
SARACEN GOLDFIELDS PTY LTD,1000000001
SARACEN GOLD MINES PTY LIMITED,1000000001
SARACEN KALGOORLIE PTY LIMITED,1000000001
SARACEN METALS PTY LIMITED,1000000001
SARACEN NICKEL PTY LTD,1000000001
S R Mining Pty Ltd,1000000001
TALISMAN NICKEL PTY LTD,1000000001
