ENO,DEPOSIT_NAME,SYNONYMS,STATE,LONG_GDA94,LAT_GDA94,OPERATING_STATUS,COMMODITY_PRIMARY,COMMODITY_SECONDARY,COMMODITY_NAMES,COMPANIES,GEOLOGIC_AGE,DEPOSIT_MODEL_ENVIRONMENT,DEPOSIT_MODEL_GROUP,DEPOSIT_MODEL_TYPE,PROVINCES,IGNEOUS,METALLOGENIC,SEDIMENTARY,TECTONIC
592761,TNT,,WA,121.5985,-30.9956,historic mine,Au,,Gold,"Metals X Limited, Northern Star Resources Limited",Archean,,,,,,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
592763,Celebration,,WA,121.5903,-30.0059,operating mine,Au,,Gold,"Metals X Limited, Northern Star Resources Limited",Archean,,,,,,,,"West Australian Element,Yilgarn Craton"
592769,Peaceful Chief,South Kalgoorlie Operations,WA,121.6038,-31.0154,mineral deposit,Au,,Gold,Northern Star Resources Limited,Archean,,,,,,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
592773,Mount Goddard,South Kalgoorlie Operations,WA,121.6086,-31.0565,historic mine,Au,,Gold,"Metals X Limited, Westgold Resources Limited",Archean,,,,,,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
592779,28 Pit,,WA,121.2467,-30.9637,historic mine,Au,,Gold,"Metals X Limited, Northern Star Resources Limited",Archean,,,,,,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
592781,Barbara,,WA,121.2482,-30.9614,care and maintenance,Au,,Gold,Aeris Resources Limited,Archean,,,,,,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
592785,Surprise -South Kalgoorlie,South Kalgoorlie Operations,WA,121.2609,-30.9634,historic mine,Au,,Gold,"Metals X Limited, Northern Star Resources Limited",Archean,,,,,,Kambalda Nickel Metallogenic Province,Roe Paleovalley,"West Australian Element,Yilgarn Craton"
592789,Nobel 6,South Kalgoorlie Operations,WA,121.2339,-30.0131,historic mine,Au,,Gold,Northern Star Resources Limited,,,,,,,Kambalda Nickel Metallogenic Province,Rebecca Paleovalley,"West Australian Element,Yilgarn Craton"
593199,Ammaroo South,,NT,135.8356,-21.7917,mineral deposit,"Phos, P2O5",,"Phosphate, Phosphorus oxide",Rum Jungle Resources Limited,,Basin chemical,Phosphorite,Phosphorite,Georgina Basin,Kalkarindji Igneous Province,,"Davenport Province,Georgina Basin",North Australian Element
333868,Kambalda,,WA,121.6506,-31.179,historic mine,"Ni, Cu, PGE, Co, Ir, Os, Pd, Pt, Rh",Ru,"Nickel, Copper, Platinum group elements, Cobalt, Iridium, Osmium, Palladium, Platinum, Rhodium, (Ruthenium)",,Archean,Magmatic,Komatiite,Komatiite nickel-copper-PGE,"Yilgarn Craton, Eastern Goldfields Province, Kambalda Nickel Metallogenic Province",,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
336197,Eulaminna,Anaconda,WA,121.766,-28.9634,historic mine,"Ag, Zn, Cu",,"Silver, Zinc, Copper",,Archean,unknown,unknown,unknown,"Yilgarn Craton, Eastern Goldfields Province, Teutonic Bore Base Metal Metallogenic Province",,,,"West Australian Element,Yilgarn Craton"
865418,Western Hub,,Western Australia,116.8796,-22.4315,mineral deposit,"Hem, FeOre, Fe",,"Hematite, Iron ore, Iron",,,,,,,Warakurna Large Igneous Province,,Fortescue Basin,"Pilbara Craton,West Australian Element"
334176,Orebody 42 and 43,Mt Newman,WA,119.8867,-23.326,mineral deposit,Fe,,Iron,,Archean,,,,Hamersley Basin,Warakurna Large Igneous Province,,"Fortescue Basin,Hamersley Basin,Sylvania Paleovalley","Pilbara Craton,West Australian Element"
335545,Mitchells Creek,Mitchells Creek,NSW,148.993,-32.4497,historic mine,"Au, Ag",,"Gold, Silver",,,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,"Lachlan Orogen, Lachlan Orogen, Hill End, Macquarie Igneous Province, Molong - Sofala Igneous Subprovince",,,,"Eastern Province,Lachlan Orogen,Tasman Element"
518390,Flamingo,,WA,119.6428,-25.2062,historic mine,Au,,Gold,,,,,,Yilgarn Craton,Warakurna Large Igneous Province,,,"Marymia Dome,West Australian Element,Yilgarn Craton"
333919,Gladstone/Eurimbula,,QLD,151.2677,-23.8453,mineral deposit,"Rt, Zrn, Ilm",,"Rutile, Zircon, Ilmenite",,,Erosional,Placer,Heavy mineral sands,,,,,"New England Orogen,Tasman Element,Wandilla Province"
335747,Eldorado,Tennant Creek,NT,134.194,-19.6959,historic mine,Au,,Gold,,Paleoproterozoic,Regional metasomatic,Metasomatic iron,Iron oxide gold,"Tennant Creek Block, Warramunga Province, Warrego Metallogenic Province",Kalkarindji Igneous Province,,Warramunga Province,North Australian Element
335477,Alroy,,NT,136.4415,-19.1776,mineral deposit,"Phos, P, P2O5",,"Phosphate, Phosphorus, Phosphorus oxide",,,Basin chemical,Phosphorite,Phosphorite,Georgina Basin,Kalkarindji Igneous Province,,"Georgina Basin,South Nicholson Basin,Warramunga Province",North Australian Element
334320,Tyrrell Ridge,"Dunkirk, Sea Lake",VIC,142.7533,-35.7356,mineral deposit,"Rt, Ilm, Zrn","Ti, HM","Rutile, Ilmenite, Zircon, (Titanium, Heavy minerals)",,,Erosional,Placer,Paleoplacer heavy mineral sands,Murray Basin,,,Murray Basin,"Lachlan Orogen,Stawell Zone,Tasman Element"
536566,Dogbolter - Moolart Well,Duketon Gold Project,WA,122.3421,-27.7208,mineral deposit,Au,,Gold,Regis Resources Limited,Archean,,,,Yilgarn Craton,,Windarra Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
536568,King John,Duketon Gold Project,WA,122.2516,-27.9122,mineral deposit,Au,,Gold,Regis Resources Limited,Archean,,,,Yilgarn Craton,,Windarra Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
536570,Russells Find,Duketon Gold Project,WA,122.3765,-27.9746,historic mine,Au,,Gold,Regis Resources Limited,Archean,,,,Yilgarn Craton,,Windarra Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
536572,Baneygo,Duketon Gold Project,WA,122.3123,-27.9637,operating mine,Au,,Gold,Regis Resources Limited,Archean,,,,Yilgarn Craton,,Windarra Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
536574,Reichelts Find,"Duketon Gold Project, Reichelt Find",WA,122.3731,-28.0067,historic mine,Au,,Gold,Regis Resources Limited,Archean,,,,Yilgarn Craton,,Windarra Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
536576,Petra,Duketon Gold Project,WA,122.2604,-27.6902,historic mine,Au,,Gold,Regis Resources Limited,Archean,,,,Yilgarn Craton,,Windarra Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
536579,Garden Well - Erlistoun,Duketon Gold Project,WA,122.356,-27.9064,operating mine,Au,,Gold,Regis Resources Limited,Archean,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,"Yilgarn Craton, Kurnalpi Terrane",,Windarra Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
537331,Tanami - Newmont,"Callie, Dead Bullock Soak, Tanami Project, The Granites",NT,129.9336,-20.5256,operating mine,Au,,Gold,Newmont Mining Corporation,Paleoproterozoic,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,Tanami Orogen,Kalkarindji Igneous Province,,,"North Australian Element,Tanami Orogen"
537482,Lucky Bay,Randalls Project,WA,122.0308,-31.1523,mineral deposit,Au,,Gold,Silver Lake Resources Limited,Archean,,,,Yilgarn Craton,,Kambalda Nickel Metallogenic Province,Lefroy Paleovalley,"West Australian Element,Yilgarn Craton"
538087,Countess,Tindals Project,WA,121.1729,-30.9865,historic mine,Au,,Gold,Focus Minerals Limited,Archean,,,,Yilgarn Craton,,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
538157,Big Blow - Coolgardie,Tindals Project,WA,121.1725,-30.9736,mineral deposit,Au,,Gold,Focus Minerals Limited,Archean,,,,Yilgarn Craton,,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
538160,Korella,Corella Bore,QLD,139.9757,-21.9388,mineral deposit,"Phos, Y2O3, P2O5",,"Phosphate, Yttrium oxide, Phosphorus oxide","ZLD International Holdings Limited, Australia New Agribusiness & Chemical Group Limited, Krucible Metals Limited",,Basin chemical,Phosphorite,Phosphorite,Georgina Basin,,,Georgina Basin,"Mary Kathleen Domain,Mount Isa Orogen,North Australian Element"
538299,Black Swan - Cuddingwarra,Cuddingwarra Project,WA,117.8039,-27.3742,historic mine,Au,,Gold,"Metals X Limited, Westgold Resources Limited",Archean,,,,Yilgarn Craton,,,Austin Paleovalley,"West Australian Element,Yilgarn Craton"
538302,Great Fingall,Day Dawn Project,WA,117.8582,-27.4606,historic mine,Au,,Gold,"Metals X Limited, Westgold Resources Limited",Archean,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,"Yilgarn Craton, Murchison Domain (Youanmi Terrane)",,,,"West Australian Element,Yilgarn Craton"
538305,Yellow Taxi Group,Day Dawn Project,WA,117.833,-27.4892,historic mine,Au,,Gold,"Metals X Limited, Westgold Resources Limited",Archean,,,,Yilgarn Craton,,,,"West Australian Element,Yilgarn Craton"
538307,Mount Fingall,Day Dawn Project,WA,117.8281,-27.4956,historic mine,Au,,Gold,"Metals X Limited, Westgold Resources Limited",Archean,,,,Yilgarn Craton,,,,"West Australian Element,Yilgarn Craton"
538308,3210 - Day Dawn,Day Dawn Project,WA,117.8478,-27.472,historic mine,Au,,Gold,"Metals X Limited, Westgold Resources Limited",Archean,,,,Yilgarn Craton,,,,"West Australian Element,Yilgarn Craton"
538309,Kinsella - Kalahari,Day Dawn Project,WA,117.8721,-27.4741,mineral deposit,Au,,Gold,"Metals X Limited, Westgold Resources Limited",Archean,,,,Yilgarn Craton,,,,"West Australian Element,Yilgarn Craton"
538311,South Fingall,Day Dawn Project,WA,117.86,-27.4745,historic mine,Au,,Gold,"Metals X Limited, Westgold Resources Limited",Archean,,,,Yilgarn Craton,,,,"West Australian Element,Yilgarn Craton"
595291,Avoca Tank,,NSW,146.841,-31.1967,operating mine,"Cu, Au",Ag,"Copper, Gold, (Silver)",Aeris Resources Limited,,Volcanic basin hydrothermal,Volcanogenic massive sulfide (VMS),Mafic-siliciclastic VMS,"Lachlan Orogen, Girilambone Zone",,,,"Central NSW - Omeo Province,Lachlan Orogen,Tasman Element"
595865,King Solomon - New Phoenix,Gullewa Project,WA,116.3108,-28.6619,historic mine,Au,,Gold,Doray Minerals Limited,Archean,,,,,,,,"West Australian Element,Yilgarn Craton"
596107,Explorer 142,Tennant Creek Project,NT,133.3875,-19.9642,mineral deposit,"Cu, Au",,"Copper, Gold",Metals X Limited,Paleoproterozoic,Regional metasomatic,IOCG,,,Kalkarindji Igneous Province,,"Warramunga Province,Wiso Basin",North Australian Element
596205,Parkerville,Kalgoorlie North Project,WA,121.2976,-30.3628,mineral deposit,Au,,Gold,Genesis Minerals Ltd,Archean,,,,,,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
596209,Nerrin Nerrin,Kalgoorlie North Project,WA,121.2904,-30.3659,mineral deposit,Au,,Gold,Genesis Minerals Ltd,Archean,,,,,,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
596213,Duke South,Kalgoorlie North Project,WA,121.3163,-30.4336,historic mine,Au,,Gold,Genesis Minerals Ltd,Archean,,,,,,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
596219,Castlereagh,Kalgoorlie North Project,WA,121.2937,-30.3618,historic mine,Au,,Gold,Genesis Minerals Ltd,Archean,,,,,,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
596231,Woolshed South Extended,Mount Pleasant Project,WA,121.2269,-30.5566,historic mine,Au,,Gold,"Zijin Mining Group Company Ltd, Norton Gold Fields Limited",Archean,,,,,,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
596237,Black Flag,Mount Pleasant Project,WA,121.2325,-30.5437,historic mine,Au,,Gold,"Zijin Mining Group Company Ltd, Norton Gold Fields Limited",Archean,,,,,,Kambalda Nickel Metallogenic Province,Roe Paleovalley,"West Australian Element,Yilgarn Craton"
596251,Nefertiti,Binduli Project,WA,121.4083,-30.8623,mineral deposit,Au,,Gold,"Zijin Mining Group Company Ltd, Norton Gold Fields Limited",Archean,,,,,,Kambalda Nickel Metallogenic Province,Roe Paleovalley,"West Australian Element,Yilgarn Craton"
596951,Southern Cross Operations,,WA,119.5027,-31.466,operating mine,Au,,Gold,"Shandong Tianye Real Estate, China Hanking Holdings Limited",Archean,,,,,,Forrestania Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
596995,Mount Stirling,Mount Stirling Project,WA,121.0705,-28.6047,historic mine,Au,,Gold,Asra Minerals Ltd,Archean,,,,,,Mount Keith Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
597053,Justinian,Yamarna Project,WA,123.7007,-28.1541,mineral deposit,Au,,Gold,Gold Road Resources Limited,Archean,,,,,,,,"West Australian Element,Yilgarn Craton"
335662,Lady Clayre,Roseby Project,QLD,140.1363,-20.3227,historic mine,"Cu, Au",Ag,"Copper, Gold, (Silver)",Altona Mining Limited,Proterozoic,Regional metasomatic,IOCG,Magnetite-dominant IOCG,"Mount Isa Orogen, Mary Kathleen Zone",,,,"Mary Kathleen Domain,Mount Isa Orogen,North Australian Element"
335672,Blackard,"Blackard Creek, Roseby",QLD,140.1627,-20.2039,mineral deposit,Cu,Au,"Copper, (Gold)",Harmony Gold Mining,Proterozoic,Regional metasomatic,IOCG,Magnetite-dominant IOCG,"Mount Isa Orogen, Quamby-Malbon Zone",,,Karumba Basin,"Mary Kathleen Domain,Mount Isa Orogen,North Australian Element"
335674,Hatches Creek,,NT,135.188,-20.8861,historic mine,"WO3, Cu, Bi, W",,"Tungsten trioxide (wolframite), Copper, Bismuth, Tungsten",Tungsten Mining NL,Proterozoic,Magmatic hydrothermal,Vein,Vein tungsten,Davenport Province,Kalkarindji Igneous Province,,Warramunga Province,North Australian Element
335675,Sirius,St Ives Project,WA,121.7756,-31.3193,historic mine,Au,,Gold,Gold Fields Limited,Archean,,,,"Yilgarn Craton, Kalgoorlie Gold Metallogenic Province, Norseman-Wiluna Belt",,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
335676,Kingston,,SA,139.9999,-36.6639,mineral deposit,Cbr,,Coal - brown,"Primary Industries and Resources South Australia, Strike Energy Limited",Cenozoic,,,,Murray Basin,,,Murray Basin,"Delamerian Orogen,Tasman Element"
335678,Witchelina,SAMAG Project,SA,137.9918,-30.1161,mineral deposit,"Mgs, MgO, Mg",,"Magnesite, Magnesia (magnesium oxide), Magnesium",Archer Exlporation Limited,Neoproterozoic,Basin evaporative,Evaporite,Marine evaporite magnesite,Delamerian Orogen,,,,"Delamerian Orogen,Gawler Craton,South Australian Element"
335680,Blue Bar,,WA,119.7067,-21.3974,mineral deposit,Au,,Gold,"Haoma Mining NL, Calidus Resources Ltd, West Coast Gold Pty Ltd",,,,,,Warakurna Large Igneous Province,,Fortescue Basin,"Pilbara Craton,West Australian Element"
335681,Gwendolyn - Johnson Range,Gewndolyn C,WA,119.4388,-29.7079,under development,Au,,Gold,Aurumin Limited,Archean,,,,Yilgarn Craton,,,,"West Australian Element,Yilgarn Craton"
335686,Coal Cliff,,NSW,150.9778,-34.2294,historic mine,Cbl,,Coal - black,Illawarra Coal,,,,,Sydney Basin,,,Sydney Basin,"Eastern Province,Lachlan Orogen,Tasman Element"
335688,Central North Open Pit,Fosterville Project,VIC,144.5003,-36.7053,historic mine,Au,,Gold,"Newmarket Gold Inc, Crocodile Gold Corporation",,,,,Lachlan Orogen,,,,"Bendigo Zone,Lachlan Orogen,Tasman Element"
335692,Rose Hill,South Kalgoorlie Operations,WA,121.1767,-30.957,historic mine,Au,,Gold,Horizon Minerals Ltd.,Archean,,,,Yilgarn Craton,,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
335693,Wallarah No2,Wyong,NSW,151.3814,-33.2347,mineral deposit,Cbl,,Coal - black,Korea Resources Corporation,,,,,Sydney Basin,,,Sydney Basin,"Eastern Province,Lachlan Orogen,Tasman Element"
335695,Woori,"Guluguba, Surat Project",QLD,150.0272,-26.2422,mineral deposit,Cbl,,Coal - black,"New Hope Coal, MITSUI & CO. (AUSTRALIA) LTD.",Mesozoic,,,,Surat Basin,,,"Bowen Basin,Surat Basin","Connors-Auburn Province,New England Orogen,Tasman Element"
429228,Coglia Well - Irwin Hills,,WA,123.046,-29.1547,mineral deposit,"Ni, Co",,"Nickel, Cobalt",Glencore Plc,,,,,Yilgarn Craton,,Windarra Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
429230,Rocky Well -  Irwin Hills,,WA,123.0281,-29.1547,mineral deposit,"Ni, Co",,"Nickel, Cobalt",Glencore Plc,,,,,Yilgarn Craton,,Windarra Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
429232,Wedderburn,,VIC,143.7,-36.2167,mineral deposit,"Ti, HM, Ilm, Rt, Leu","Zrn, Mnz","Titanium, Heavy minerals, (Zircon, Ilmenite, Rutile, Leucoxene, Monazite)",Wim Resources Pty Ltd,,Erosional,Placer,Paleoplacer heavy mineral sands,Murray Basin,,,Murray Basin,"Bendigo Zone,Lachlan Orogen,Tasman Element"
429263,Robertson Range (FerrAus-Atlas),King Brown,WA,120.666,-23.5455,mineral deposit,"FeOre, Fe",,"Iron ore, Iron",Atlas Iron Ltd,,,,,Hamersley Basin,"Kalkarindji Igneous Province,Warakurna Large Igneous Province",,"Collier Basin,Hamersley Basin","Pilbara Craton,West Australian Element"
429714,Weednanna Gold,,SA,136.4767,-32.7785,mineral deposit,Au,,Gold,Alliance Resources Limited,,,,,Gawler Craton,,,,"Gawler Craton,South Australian Element"
429720,Venus - Mt McClure,Bronzewing Gold Project,WA,121.0027,-27.631,mineral deposit,Au,,Gold,Navigator Resources Limited,Archean,,,,Yilgarn Craton,,,,"West Australian Element,Yilgarn Craton"
429723,Mount Moss,,QLD,145.8471,-19.0858,care and maintenance,"FeOre, Fe",,"Iron ore, Iron",Curtain Brothers,,,,,,,,,"Charters Towers Province,Tasman Element,Thomson Orogen"
430797,Mulline Laterites,Mulline Project,WA,120.5206,-29.824,historic mine,Au,,Gold,Swan Gold Mining Limited,Archean,,,,Yilgarn Craton,,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
430799,Sunraysia,Riverina Project,WA,120.5687,-29.8027,mineral deposit,Au,,Gold,Ora Banda Mining Ltd,Archean,,,,Yilgarn Craton,,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
431022,A-zone,,WA,115.8964,-28.0091,mineral deposit,Au,,Gold,Adaman Resources Pty Ltd,,,,,Yilgarn Craton,Warakurna Large Igneous Province,,,"West Australian Element,Yilgarn Craton"
431024,Mixy,,WA,116.0566,-27.9536,mineral deposit,Au,,Gold,Atlas Iron Ltd,,,,,Yilgarn Craton,Warakurna Large Igneous Province,,Yallbewong Paleovalley,"West Australian Element,Yilgarn Craton"
431034,Lop,,WA,116.0517,-27.9543,mineral deposit,Au,,Gold,Atlas Iron Ltd,,,,,Yilgarn Craton,Warakurna Large Igneous Province,,Yallbewong Paleovalley,"West Australian Element,Yilgarn Craton"
431038,Buckshot,,WA,116.0556,-27.9557,mineral deposit,Au,,Gold,Atlas Iron Ltd,,,,,Yilgarn Craton,Warakurna Large Igneous Province,,Yallbewong Paleovalley,"West Australian Element,Yilgarn Craton"
431040,Warren,,WA,116.0382,-27.9596,mineral deposit,Au,,Gold,Atlas Iron Ltd,,,,,Yilgarn Craton,Warakurna Large Igneous Province,,Yallbewong Paleovalley,"West Australian Element,Yilgarn Craton"
431042,Asp,,WA,115.973,-27.9808,mineral deposit,Au,,Gold,Atlas Iron Ltd,,,,,Yilgarn Craton,Warakurna Large Igneous Province,,Yallbewong Paleovalley,"West Australian Element,Yilgarn Craton"
431046,Williamson South,Matilda Gold Project,WA,120.3217,-26.7844,mineral deposit,Au,,Gold,Blackham Resources Limited,Archean,,,,Yilgarn Craton,,Mount Keith Nickel Metallogenic Province,Carey Paleovalley,"West Australian Element,Yilgarn Craton"
432976,Corboys -Yandal,Bronzewing Gold Project,WA,120.9671,-27.0793,mineral deposit,Au,,Gold,Northern Star Resources Limited,Archean,,,,Yilgarn Craton,,,,"West Australian Element,Yilgarn Craton"
433063,Gamma,Brightstar Project,WA,122.718,-28.723,mineral deposit,Au,,Gold,"Stone Resources Australia Limited, A1 Minerals Limited",Archean,,,,Yilgarn Craton,,Windarra Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
433069,Wombola Dam,Mount Monger Project,WA,121.8216,-31.0027,mineral deposit,Au,,Gold,Black Cat Syndicate ltd,Archean,,,,Yilgarn Craton,,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
433966,Eagle,,WA,119.9546,-26.7562,mineral deposit,Au,,Gold,"Golden West Resources Ltd, Blackham Resources Limited",,,,,Yilgarn Craton,,,,"West Australian Element,Yilgarn Craton"
434544,Blair South,Golden Ridge,WA,121.7162,-30.937,mineral deposit,"Ni, Cu, Co",,"Nickel, Copper, Cobalt","Australian Mines Ltd, Morgan Stanley",Archean,,,,"Yilgarn Craton, Eastern Goldfields Province",,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
434546,Nebo-Babel,"Babel, Nebo",WA,127.7274,-26.0954,under development,"Ni, Cu, Pt, Au, Pd, Ag","Co, PGE","Nickel, Copper, (Cobalt, Platinum, Gold, Palladium, Silver, Platinum group elements)",BHP Group Limited,Proterozoic,Magmatic,Ultramafic and (or) mafic intrusion,U-M intrusion nickel-copper-PGE,Warakurna Large Igneous Province,Warakurna Large Igneous Province,,Kadgo Paleovalley,"Central Australian Element,Musgrave Province"
435525,Avondale NRE,Avondale,NSW,150.774,-34.508,historic mine,Cbl,,Coal - black,Gujarat NRE,,,,,Sydney Basin,,,Sydney Basin,"Eastern Province,Lachlan Orogen,Tasman Element"
435527,Pine Dale,,NSW,150.065,-33.297,care and maintenance,Cbl,,Coal - black,Energy Australia,,,,,Sydney Basin,,,Sydney Basin,"Eastern Province,Lachlan Orogen,Tasman Element"
435539,Belara,Native Bee,NSW,149.2333,-32.3729,mineral deposit,"Zn, Cu, Pb","Ag, Au","Zinc, Copper, Lead, (Silver, Gold)",Belararox Ltd,Paleozoic,,,,Lachlan Orogen,,,,"Eastern Province,Lachlan Orogen,Tasman Element"
435553,Rocklands,Las Minerale,QLD,140.3636,-20.6724,care and maintenance,"Cu, Co, Mag","Au, Fe","Copper, Cobalt, (Gold, Magnetite, Iron)",Austral Resources,Proterozoic,Regional metasomatic,IOCG,Magnetite-dominant IOCG,Mount Isa Orogen,,,,"Mitakoodi Domain,Mount Isa Orogen,North Australian Element"
435559,Area 55,Batchelor,NT,130.9674,-13.0139,mineral deposit,"Co, Cu, Ni, Pb",,"Cobalt, Copper, Nickel, Lead",Compass Resources NL,Proterozoic,Basin hydrothermal,Sediment-hosted,Sediment-hosted copper ± Co,Pine Creek Orogen,,,,"North Australian Element,Pine Creek Orogen"
435901,St Patricks,,WA,121.2356,-30.0612,mineral deposit,"Ni, Co",,"Nickel, Cobalt",Croesus Mining,,,,,Yilgarn Craton,,Kambalda Nickel Metallogenic Province,Rebecca Paleovalley,"West Australian Element,Yilgarn Craton"
435921,Premium,Gidgee Project,WA,119.4158,-27.2493,historic mine,Au,,Gold,Horizon Gold Limited,Archean,,,,Yilgarn Craton,,,Raeside Paleovalley,"West Australian Element,Yilgarn Craton"
435931,Mount Monger,"Daisy Complex, Daisy Milano, Mt Monger Project",WA,121.9224,-31.0133,operating mine,Au,,Gold,Vault Minerals,Archean,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,Yilgarn Craton,,,,"West Australian Element,Yilgarn Craton"
435948,Barda,,NSW,142.836,-33.54,mineral deposit,"Rt, Ti, HM, Zrn, Leu","Ilm, Zr","Rutile, Titanium, Heavy minerals, (Ilmenite, Zircon, Leucoxene, Zirconium)",Tronox Limited,,Erosional,Placer,Paleoplacer heavy mineral sands,Murray Basin,,,Murray Basin,"Lachlan Orogen,Stawell Zone,Tasman Element"
435968,Mount Watson,Leichhardt,QLD,139.8888,-19.7717,mineral deposit,Cu,Au,"Copper, (Gold)",Matrix metals,Proterozoic,Basin hydrothermal,Sediment-hosted,Sediment-hosted copper ± Co,Mount Isa Orogen,,,,"Kalkadoon-Leichhardt Domain,Mount Isa Orogen,North Australian Element"
547719,Victory Bore Vanadium,,WA,118.989,-28.2619,pre-feasibility,"V2O5, Ti, V, TiO2, Al2O3, HPA, Fe","FeOre, Al","Vanadium pentoxide, Titanium, Vanadium, Titanium dioxide, Alumina, Alumina - High Purity, (Iron ore, Iron, Aluminium)",SUREFIRE RESOURCES NL,,Magmatic,Ultramafic and (or) mafic-layered intrusion,U-M layered intrusion iron-titanium-vanadium,Yilgarn Craton,,,Raeside Paleovalley,"West Australian Element,Yilgarn Craton"
547773,Canegrass Magnetite (Flinders Mines),,WA,118.4011,-28.3571,mineral deposit,"FeOre, V, Fe, TiO2, Ti, V2O5, Cu, Co, Ni",,"Iron ore, Vanadium, Iron, Titanium dioxide, Titanium, Vanadium pentoxide, Copper, Cobalt, Nickel",Viking Mines,,Magmatic,Ultramafic and (or) mafic-layered intrusion,U-M layered intrusion iron-titanium-vanadium,Yilgarn Craton,,,,"West Australian Element,Yilgarn Craton"
547777,Canegrass Vanadium,,WA,118.3866,-28.3343,mineral deposit,"V, TiO2, Fe, Ti, FeOre, V2O5",,"Vanadium, Titanium dioxide, Iron, Titanium, Iron ore, Vanadium pentoxide",Flinders Mines Ltd,,,,,Yilgarn Craton,,,,"West Australian Element,Yilgarn Craton"
547927,Rockwood,,QLD,148.75,-22.45,mineral deposit,Cbl,,Coal - black,U&D Coal Limited,,,,,Bowen Basin,,,Bowen Basin,"Anakie Province,Tasman Element,Thomson Orogen"
548721,Moorlands (Cuesta Coal),,QLD,147.426,-22.6551,mineral deposit,Cbl,,Coal - black,"Wintime Energy Co. Ltd, Cuesta Coal Limited",,,,,Bowen Basin,,,,"Anakie Province,Tasman Element,Thomson Orogen"
548728,Yeerun,,QLD,148.597,-22.168,mineral deposit,Cbl,,Coal - black,Peabody Energy Corp.,,,,,Bowen Basin,,,Bowen Basin,"Connors-Auburn Province,New England Orogen,Tasman Element"
548731,Penryhn,,SA,134.6477,-29.3463,mineral deposit,Cbl,,Coal - black,WPG Resources Limited,,,,,Arckaringa Basin,,,"Arckaringa Basin,Eromanga Basin","Christie Domain,Gawler Craton,South Australian Element"
549365,Fusion Magnetite,,SA,135.8762,-34.3899,mineral deposit,FeOre,Fe,"Iron ore, (Iron)",Lincoln Minerals Limited,,Basin chemical,Iron formation,Superior-type banded iron formation,"Gawler Craton, Cleve Domain",,,,"Gawler Craton,South Australian Element"
549408,Peak Hill Iron- (AustSino),,WA,118.5203,-25.5407,mineral deposit,FeOre,"Mag, Fe","Iron ore, (Magnetite, Iron)",Austsino Resources Group Ltd,,,,,Yilgarn Craton,Warakurna Large Igneous Province,,"Bryah Basin,Padbury Basin","West Australian Element,Yilgarn Craton"
549410,Maldorky,,SA,140.634,-32.411,mineral deposit,FeOre,Fe,"Iron ore, (Iron)",Havilah Resources NL,,Basin chemical,Iron formation,,Delamerian Orogen,,,,"Delamerian Orogen,South Australian Element"
