ID,ACN,MatchedNames
comp_20182,603018195,"Crimsafe Holdings Pty Ltd,Ocp Shelf 3 Proprietary Limited"
comp_20187,087595980,"Crossland Strategic Metals Ltd,Crossland Uranium Mines Limited,Enova Mining Limited,Klondike Source Limited"
comp_20189,631004192,Crown Garage Doors And Shutters Pty Ltd
comp_20191,155859224,Crush Tech Mining Pty Ltd
comp_20193,605896482,Crusher Parts International Pty Ltd
comp_20201,125276502,Cubeular Consulting Pty Ltd
comp_20202,153351994,"Cuesta Coal Limited,Cuesta Coal Pty Limited,Huaxin Energy (Aust) Pty Ltd"
comp_20204,077371165,Cullen Exploration Pty Limited
comp_20208,112712115,"Curnamona Energy Limited,Curnamona Energy Pty Limited,Nu Energy Resources Pty Ltd"
comp_20224,609094653,"Craton Gold Pty Ltd,Cygnus Gold Limited,Cygnus Metals Limited,Da Exploration Pty Ltd"
comp_20238,134243235,Dalsteel Metals Pty Limited
comp_20241,136366302,Darley Aluminium Pty Ltd
comp_20244,001253470,"Bucyrus Australia Underground Pty Ltd,Caterpillar Global Mining Expanded Products Pty Ltd,Dbt Australia Pty Ltd,Hbt Australia Pty Limited,Mine Technik Australia Pty Ltd,Westfalia Becorit Pty. Ltd.,Westfalia Mining Equipment Pty Ltd,Westfalia Pty Ltd"
comp_20250,609655085,Ddsr Australia Pty Ltd
comp_20259,071467635,"Derek Gee Installations Pty Ltd,Derek Gee Installations Pty. Ltd.,Fibreglass Installations Pty Ltd"
comp_20265,094033904,Diecraft Australia Pty Ltd
comp_20271,628843470,Djb Design Pty Ltd
comp_20282,009415025,"Australian Fused Materials Pty Ltd,Doral Fused Materials Pty Ltd,Greybeam Nominees Pty Ltd"
comp_20285,071685277,Doxa Metal Fabrication Pty Limited
comp_20287,128786603,Drill Rigs Australia Pty Ltd
comp_20288,655602850,Drillcorp Pty Ltd
comp_20300,154262978,"Dacian Gold Limited,Genesis Minerals (Laverton) Pty Ltd,Mmg Mining Pty Ltd,Mount Morgans Gold Mining Pty Ltd"
comp_20302,133062825,Dajwood Pty Ltd
comp_20304,085583884,Dallas Mining Services Pty Ltd
comp_20307,604917679,Dampier Consulting Pty Ltd
comp_20308,141703399,"Dampier Gold Ltd,Zuleika Gold Limited"
comp_20320,612889773,"Dasheng Stone Australia Pty Ltd,Dasheng Stone Pty Ltd"
comp_20341,650036669,Day One Solutions Pty Ltd
comp_20342,094206292,"De Grey Mining Ltd,De Grey Mining No.2 Limited,Northern Star (Pilbara) Pty Ltd"
comp_20361,056692883,"Aklynd Mining Pty Limited,Carrydial Pty. Limited,Delta Mining Pty Ltd"
comp_20363,625744998,Deltatech International Pty Ltd
comp_20367,100305486,Dempsey Resources Pty Ltd
comp_20374,096997152,"Derwent Industries Pty Ltd,Derwent Pipelines Pty. Ltd."
comp_20380,161563846,Designed With Stainless Pty Ltd
comp_20381,006398652,"Destiny Stone Australia Pty Ltd,Nepean Winds Pty. Ltd."
comp_20395,639533323,Diesel Brothers Contracting Pty Ltd
comp_20398,081973033,"Digirock Pty Ltd,Digital Rock Services Pty Ltd"
comp_20414,140843125,"Diversified Mining Limited,Piccadilly Gold Mine Holdings Limited"
comp_20443,129765519,"Downs Powdercoating Pty Ltd,Leicht Whitfield Holdings Pty Ltd"
comp_20454,002028257,"Anglo Coal (Drayton Management) Pty Limited,Drayton Coal Pty Ltd,Malabar Coal (Drayton Management) Pty Ltd,Maxwell Ventures (Management) Pty Ltd"
comp_20468,645365340,Drillbridge Pty Ltd
comp_20471,139658709,Drilltek Pty Ltd
comp_20473,163288382,Drive Consulting Pty Ltd
comp_20474,616176384,Drive Systems Pty Ltd
comp_20481,139205780,Dual Valves Australasia Pty Ltd
comp_20488,119421868,"Duke Exploration Limited,Duke Exploration Pty Ltd,Iron Duke Exploration Pty Ltd,Kenex Pty Ltd,True North Copper Limited"
comp_20489,103340496,"Duketon Consolidated Limited,Duketon Consolidated Pty Ltd"
comp_20490,008952449,"Acm Gold Pty Limited,Acm Mines Pty Ltd,Amax Australia (Gold) Pty Ltd,Austamax Gold Pty. Limited,Duketon Resources Pty Ltd,Newmont Duketon Pty Ltd,Normandy Golden Crown Pty Ltd,Posgold (Golden Crown) Pty Ltd"
comp_20492,608839050,Dundas Mining Pty Ltd
comp_20504,131826241,Dynamic Diesel Mechanical Services Pty Ltd
comp_20512,110385709,"Bbc Resources Ltd,Dynasty Metals Australia Ltd,Dynasty Resources Limited"
comp_20523,096084178,East Arnhem Enterprises Pty Ltd
comp_20526,152837315,Eccon Engineering Pty Ltd
comp_20528,169638162,Ecg Engineering Pty Ltd
comp_20529,080694935,"Ecka Granules Australia Pty Ltd,Eckart Australia Pty Ltd"
comp_20531,125932514,"Chapman Holdings (Currumbin) Pty Ltd,Edc Consulting Pty Ltd,Ethical Development Corporation Pty Ltd"
comp_20534,637624643,Edmo Australia Pty Ltd
comp_20538,146842597,"Ehsq Management Solutions Pty Ltd,Grip Safety Solutions Pty Ltd"
comp_20539,002315282,Eickhoff Australia Pty Ltd
comp_20551,115855448,"Energy Coal Marketing Pty Limited,Excel Coal Marketing Pty Ltd,Exl Coal Marketing Pty Ltd"
comp_20552,077105867,"Denngale Pty. Limited,Enhance Place Pty Limited"
comp_20556,078927983,"Eon Pty Ltd,Redrouge Pty Ltd"
comp_20563,086409949,"Burns & Roe Worley Developments Pty. Ltd.,Esperance Power Station Pty Ltd"
comp_20566,629730909,Ev Metals Group Plc
comp_20575,117242378,"Eagle Drilling Nq Pty Ltd,Forgan Enterprises Pty Ltd"
comp_20578,125368658,"Eagle Nickel Limited,Pure Minerals Limited,Qpm Energy Limited,Queensland Pacific Metals Limited,Uranium And Nickel Limited"
comp_20583,093229086,"Als Oil & Gas Pty Ltd,Earth Data Pty Limited,Fullco Pty Ltd,Reservoir Group Oilfield Services Pty Ltd"
comp_20591,156321112,Earthtrack Group Pty Ltd
comp_20597,624105666,"East Coast Polyurethanes Pty Ltd,Ec Polyurethanes Pty Ltd"
comp_20599,011063291,"East Coast Steam Pty Ltd,Vanvelt Pty. Ltd."
comp_20600,168560647,"East Exploration Pty Ltd,South Harz Potash (Australia) Pty Ltd"
comp_20603,113717132,Eastern Guruma Pty Ltd
comp_20606,643902943,"Eastern Metals Limited,Eastern Metals Pty Ltd"
comp_20608,649056646,Eastern Processing Pty Ltd
comp_20610,158076594,Eastern Suburbs Steel Fabrication Pty Ltd
comp_20618,141232975,"Bowater Mining Services Pty Ltd,Echelon Mining Services Pty Ltd,Toplock Pty Ltd"
comp_20645,138488909,"Element Minerals Australia Pty Ltd,Thallium (Aust) Pty Ltd"
comp_20651,156487599,Elical Pty Ltd
comp_20657,150338275,"Ellemby Consulting Pty Ltd,Ellemby Pty Ltd,Ellemby Resources Pty Ltd,Venasi Consult Pty Ltd"
comp_20658,623839967,"Ellico Group Pty Ltd,Red Dog Industries Australia Pty Ltd"
comp_20664,119790975,Elphinstone Group Pty Ltd
comp_20667,115593005,"Elysium Resources Limited,Hardey Resources Limited,Paterson Resources Ltd,United Orogen Limited,Uranium Oil And Gas Limited"
comp_20675,633743012,"A.C.N. 633 743 012 Pty Ltd,Empire Industrial Engineering Pty Limited"
comp_20682,108118912,Endeavour Corporate Pty Ltd
comp_20683,063725708,"Endeavour Minerals Limited,Endeavour Minerals Pty Ltd,Endeavour Minerals Pty. Ltd."
comp_20696,638479213,Enhanced Mining Solutions Pty Ltd
comp_20697,009225558,"Enigma Mining Limited,Hallmark Exploration N.L.,Hallmark Gold N.L.,Hallmark Mining Limited,Hallmark Mining Nl"
comp_20701,143135773,Entech Pty Ltd
comp_20705,140232355,Enviromist Pty Ltd
comp_20710,611788151,Enviroprep Media Blasting Pty Ltd
comp_20717,134213853,Equipment Maintenance Solutions Pty Ltd
comp_20724,155472834,"Errawarra Resources Ltd,West Coast Silver Limited"
comp_20725,618226878,Esen Mining Consulting Pty Ltd
comp_20726,065087096,"Eskay Resources Pty Ltd,Warnes Enterprises Pty Ltd"
comp_20734,127419541,Eulonga Quarries Pty Limited
comp_20736,068028937,Euro Exploration Services Pty Ltd
comp_20739,647066135,Everdigm Thor Pty Ltd
comp_20743,609289750,"Everlight Resources Ltd,Everlight Resources Pty Ltd,Everlight Resources Pty. Ltd."
comp_20748,141622282,Evolution Drill Rigs Pty Ltd
comp_20755,617108086,Exactical Pty Ltd
comp_20756,145327617,"Exalt Resources Limited,Medadvisor Limited"
comp_20759,002818699,"Eureka Capital Partners Ltd,Excel Coal Limited,Excel Mining Ltd,Peabody Australia Mining Limited,Peabody Australia Mining Pty Ltd,Resource Finance Associates Pty Ltd,Resource Finance Corporation Ltd,Vickers Boettcher Massy-Greene Pty Ltd"
comp_20768,143202993,Executive Asset Management Pty Ltd
comp_20780,152779078,Exploris Pty Ltd
comp_20784,000483107,Expressway Spares Pty Ltd
comp_20785,067128938,"Asia Iron Limited,Asia Iron Proprietary Limited,Extension Hill Pty Ltd"
comp_20801,636982244,Faride Pty Ltd
comp_20807,122123102,"Ferrocut Australia Pty Limited,Mighty M Pty Limited"
comp_20808,074009091,"Bir Financial Limited,Birrabong Corporation Limited,Ferrowest Limited,Ferrowest Pty Ltd,Investor Centre Limited,Living Cities Development Group Limited,Western Australian Pulp Mills Pty Ltd"
comp_20809,108033825,"Fethers Glazing Systems Pty Ltd,Frameless Glazing Systems Pty Ltd"
comp_20818,003995220,"Fisherman'S Heaven Pty. Limited,Fishing Tackle Australia Pty Ltd,Viewmead Pty. Limited"
comp_20824,106943828,Fmg Pilbara Pty Ltd
comp_20825,095546428,"Fmg Resources Pty Ltd,Iron Ore Australia Pty Ltd,Promet Pipeline Services Pty Ltd"
comp_20826,009411349,"Barminco Investments Pty Ltd,Barminco Pty Ltd,Fmr Investments Pty Limited,Mellray Pty Ltd"
comp_20830,621421323,Fnv Engineering Pty Ltd
comp_20832,000407803,"Big Ben Coal Pty Ltd,Four Mile Pty Ltd"
comp_20842,127220642,Fairway Coal Pty Ltd
comp_20845,009256535,"Falcon Minerals Limited,Robo 3D Limited,Stemify Limited,Swoop Holdings Limited,Yardarino Limited,Yardarino Mining Limited,Yardarino Mining N.L."
comp_20867,126827030,Ferrum Consultants Pty Ltd
comp_20868,128777444,"Ferrum Crescent Limited,Ferrum Metals Limited,Ferrum Metals Pty Ltd"
comp_20870,109886320,Festos Stainless Steel Specialist Pty Ltd
comp_20877,154476785,Fieldrich Pty Ltd
comp_20886,009297901,Finching Pty Ltd
comp_20891,120210424,Fire Suppression Services Pty Ltd
comp_20894,111780995,"Firestorm Fire Protection Pty Ltd,United Safety & Survivability Corporation Pty Ltd,United Safety & Survivability Group Pty Ltd"
comp_20898,622698588,"Fitzgerald Quarries Pty Ltd,Pocock Nominees Pty Ltd,Pocock Quarries Pty Ltd"
comp_20904,119667962,Fixed Plant Maintenance Solutions Pty Ltd
comp_20916,146538301,Fleximake Pty Ltd
comp_20918,091118044,"Flinders Diamonds Limited,Flinders Mines Limited,Red Hawk Mining Limited,Red Hawk Mining Pty Ltd"
comp_20940,149783068,Forge Resources Swan Pty Ltd
comp_20951,122303575,Fraka Investments Pty Ltd
comp_20956,098236938,"Aaq Holdings Limited,Australis Aquaculture Ltd,Australis Aquaculture Pty Ltd,Fraser Range Metals Goup Ltd,Fraser Range Metals Group Ltd,Wildcat Resources Limited,Wsb Holdings Pty Ltd"
comp_20971,621430153,"Frontline Mining Services Pty Ltd,Vetters Mining Services Pty Ltd"
comp_20973,104305991,"Clean Fuels Australia Pty Ltd,Fuelfix Pty Ltd"
comp_20976,113905598,"Fuji Smbe Harwal Pty Ltd,Smb Harwal Electric Pty Limited"
comp_20983,608351515,Furnace Solutions Pty Ltd
comp_20984,063407581,Furnace Technologies Pty Ltd
comp_21011,090012052,"G B Auto Electrics Pty Limited,Gb Auto Group Pty Limited"
comp_21016,151947241,"Gb Process Pty. Ltd.,Gbl Process Pty Ltd"
comp_21023,000010597,"Davis Australian Co Pty Ltd,Davis Gelatine (Australia) Pty Ltd,Davis Gelatine Australia Limited,Davis Gelatine Australia Pty Limited,Gelita Australia Pty Ltd,Gfw Gelatine International Limited,Intergel Limited,Leiner Davis Gelatin International Limited"
comp_21030,601378974,Geoboxinternational Pty Ltd
comp_21031,084222506,Geographe Earthmoving Pty Ltd
comp_21033,083800300,Geologica Pty Ltd
comp_21038,150033042,Gfm Exploration Pty Ltd
comp_21045,010613626,Gladstone Area Group Apprentices Limited
comp_21048,107772467,"Global Mining Investments Limited,Sandon Capital Investments Limited"
comp_21049,626945417,Gm Mining Electrics Pty Limited
comp_21058,144618799,Gnt Project Solutions Pty Ltd
comp_21059,621495387,Go Mining Pty Ltd
comp_21062,080134489,Goldfields Crane Hire Pty Ltd
comp_21063,106985979,Gortec Pty Ltd
comp_21086,630062627,Galt Mining Solutions Pty Ltd
comp_21088,004579828,Galvanizers Association Of Australia
comp_21091,116407580,Gap Geophysics Australia Pty Limited
comp_21106,089616697,Gascoal Pty Ltd
comp_21107,140656159,Gascoyne Metals Pty Ltd
comp_21109,139522900,"Gascoyne Resources Limited,Spartan Resources Limited"
comp_21118,152575034,Gecko Tanks Pty Ltd
comp_21126,103666637,Gel Instrumentation Pty Ltd
comp_21142,132282190,Geolog Pty Ltd
comp_21143,627241187,Geologistics Pty Ltd
comp_21147,133212781,"Geo Space Radar Australia Pty Ltd,Georadar Australia Pty Ltd"
comp_21162,120175671,Geomine Pty Ltd
comp_21170,162121860,Geosensor Wireline Pty Ltd
comp_21172,072971272,Geostats Pty Ltd
comp_21174,091933649,Geosun Pty Ltd
comp_21188,617177689,Gilbert Service Group Pty Ltd
comp_21192,070160388,"Girvan Engineering Pty Ltd,Kaljorg Engineering Pty. Ltd."
comp_21193,009312109,"Food Equipment Australia Pty. Ltd.,Giura Group Pty Ltd,Maywell Pty. Ltd."
comp_21198,628505644,Glasshouse Consulting Pty Ltd
comp_21205,103782378,"Gleneagle Gold Limited,Zelda Therapeutics Limited,Zelira Therapeutics Limited"
comp_21206,147417767,"Glenn Hartin Fabrications Pty Limited,Sandgate Steel Pty Limited"
comp_21212,147170750,"Global Exploration Technologies Pty Ltd,Global Railway & Engineering Technologies Pty Ltd,Safcoal Pty Ltd"
comp_21218,124140889,"Global Metals Exploration Nl,Global Nickel Investments Limited,Global Nickel Investments Nl,Zinc Of Ireland Nl"
comp_21223,638343825,Global Mining Support Pty Ltd
comp_21226,110148662,"Global Product Search Pty Ltd,Protech Gps Pty Ltd"
comp_21227,149026460,Global Resource Support Pty Ltd
comp_21228,124512134,"Global Risk Consulting Pty Ltd,Osh E Directory Pty Ltd"
comp_21229,000738885,"East Coast Minerals N.L.,Global Strategic Metals Ltd,Global Strategic Metals N.L.,Karratha Metals Group Limited"
comp_21233,087281418,Globaltech Corporation Pty Ltd
comp_21237,628450162,"Go Engineering Pty Ltd,Haro Consultants Pty Ltd"
comp_21250,124534863,Gold And Copper Resources Pty Limited
comp_21258,141233632,"Golden Saint Australia Limited,Golden Saint Minerals Pty Ltd,Golden Saint Resources Pty Ltd"
comp_21263,160787833,Goldfield Gravel Pty Ltd
comp_21274,076662149,"Goldus Pty Ltd,Sonic Traders Pty Ltd"
comp_21278,613752435,Gonzo Engineering Pty Ltd
comp_21280,646922545,Goodwood Cost Consulting Pty Ltd
comp_21284,000640353,"Gove Alumina Ltd,Gove Alumina Pty Ltd,Gove Aluminium Ltd"
comp_21331,651401446,Groundwater Consulting Pty Ltd
comp_21332,653361552,Groundwave Drilling Services Pty Ltd
comp_21336,107690657,"Gryphon Minerals Limited,Teranga Gold (Australia) Pty Ltd"
comp_21339,111244896,"Gujarat Nre Australia Limited,Gujarat Nre Australia Pty Ltd,Gujarat Nre Coking Coal Limited,Gujarat Nre Minerals Limited,India Nre Minerals Limited,Wollongong Coal Limited,Wollongong Coal Pty. Ltd.,Wollongong Resources Pty. Ltd."
comp_21341,108086371,"Gulf Alumina Limited,Gulf Alumina Pty Ltd,Qaluco Pty. Limited"
comp_21348,079982988,Gumala Enterprises Pty Ltd
comp_21353,614904479,Gunnison Gold Pty Ltd
comp_21354,090603642,"Gunson Resources Limited,Strandline Resources Limited"
comp_21366,009434904,"Glenthor Pty Ltd,Hahn Electrical Contracting Pty Ltd"
comp_21367,136381970,Hancock Galilee Pty Ltd
comp_21370,107871036,Hare Engineering Pty Ltd
comp_21371,166534176,Harmec Pty Ltd
comp_21373,122911399,"Augustus Minerals Limited,Hastings Rare Metals Ltd,Hastings Technology Metals Ltd"
comp_21375,127026519,"Hbj Minerals Pty Ltd,Northern Star (Hbj) Pty Ltd"
comp_21380,609921299,Hdb Group Pty Ltd
comp_21385,125516636,"Hellyer Gold Mines Pty Ltd,Hellyer Mill Operations Pty Ltd,Que Metals Pty. Ltd."
comp_21397,003183426,"Famice Pty Ltd,Highlube Fluid Engineering Pty Limited"
comp_21398,122931873,Hjh Nominees Pty Ltd
comp_21410,625612428,Hollex Group Pty Ltd
comp_21429,150111621,Hwh Holdings Group Pty Ltd
comp_21438,008209872,"Haines Surveys Pty Ltd,Hdh Pty. Ltd.,Talisay Pty. Ltd."
comp_21457,153057259,Hansteel Industries Australia Pty Ltd
comp_21463,115593005,"Elysium Resources Limited,Hardey Resources Limited,Paterson Resources Ltd,United Orogen Limited,Uranium Oil And Gas Limited"
comp_21469,123862126,Harg Group Pty Ltd
comp_21475,164328367,Harradynamics Pty Ltd
comp_21490,636750555,Hawk Project Services Pty Ltd
comp_21494,107985606,Hayes Mining Pty Ltd
comp_21498,118738999,"Atc Alloys Ltd,Cookes Creek Ltd,Hazelwood Resources Ltd,Tungsten Metals Group Ltd"
comp_21507,086463452,Helensburgh Coal Pty Limited
comp_21509,074844303,Helix Technologies Pty Ltd
comp_21514,638434189,Helvetica Holdings Pty Ltd
comp_21515,122074006,"Hemisphere Resources Limited,Nexus Minerals Limited"
comp_21530,099098192,"Fluorometrics Pty Limited,Fluorotechnics Limited,Fluorotechnics Pty Limited,Hexagon Energy Materials Limited,Hexagon Resources Limited,Lamboo Resources Limited,Nh3 Clean Energy Limited"
comp_21551,062879583,"High Grade Metals Limited,Ic2 Global Limited,Jade Gas Holdings Limited,Quest Minerals Limited,Westel Group Limited"
comp_21553,133847462,"High Titanium Resources And Technology Limited,Queensland Industrial Minerals Holdings Ltd"
comp_21561,147473970,"Alacer Gold Pty Ltd,Hill 51 Pty Ltd"
comp_21562,072692365,"Hill End Gold Limited,Lion Rock Minerals Ltd,Nugget Resources Australia Limited,Nugget Resources Australia Pty. Ltd.,Peak Minerals Limited,Pure Alumina Limited"
comp_21564,105074762,"Hillgrove Copper Pty Limited,Kanmantoo Mining Pty Limited"
comp_21568,147106974,"Black Mountain Resources Limited,Hipo Resources Limited,Qx Resources Limited"
comp_21571,004855734,"Hitachi Data Systems Asia Pacific Pty Ltd,Hitachi Data Systems Holdings Pty. Limited,Hitachi Data Systems Pty Ltd,Hitachi Vantara Asia Pacific Pty Limited,N.S. Distributors Pty. Ltd.,N.S. Electronics Pty. Limited,N.S. Semiconductor Pty. Ltd.,National Advanced Systems Holdings Pty. Limited,National Semiconductor (Australia) Pty. Ltd."
comp_21573,611611271,Hitech Sheetmetal Pty Ltd
comp_21577,606338907,Hogans Resources Pty Ltd
comp_21600,136874532,Humitos Pty Ltd
comp_21603,604143197,Hunter Steel Solutions Pty Ltd
comp_21608,132966584,Huntington Hyperspectral Pty Ltd
comp_21614,154281053,"Global Steel Solutions Pty Ltd,Hydraulic Steels Australia Pty Ltd"
comp_21615,633456014,"Hydrex Contracting Pty Ltd,Hydrex Heavy Repairs Pty Ltd"
comp_21616,093266221,"Hydro Aluminium Kurri Kurri Pty Ltd,Vaw Kurri Kurri Pty Ltd"
comp_21618,614776886,Hydro Insight Pty Ltd
comp_21622,119992175,"Dragon Energy Ltd,Hylea Metals Limited,Lotus Resources Limited,Riva Resources Limited"
comp_21624,115652330,"Hypac Australia Pty Ltd,Pt @ The Glades Pty Ltd"
comp_21626,135112364,I O Consulting Pty Ltd
comp_21628,160061085,"I A Engineering Pty Ltd,Ia Engineering Pty Ltd"
comp_21629,619044183,Ias Electrical Pty Ltd
comp_21635,073695584,"Ics Group Pty Ltd,Icsglobal Limited"
comp_21640,605374856,"Imd Gold Mines Ltd,Imd Gold Mines Proprietary Limited"
comp_21647,009129560,"Goldstream Mining N.L.,Imx Resources Limited,Imx Resources Nl,Indiana Resources Limited"
comp_21651,123145844,Indt Pty Ltd
comp_21657,118030998,Integra Coal Operations Pty Ltd
comp_21675,087356134,"Iverymine Projects Pty Ltd,Iverymine Services Pty Ltd"
comp_21677,085379899,Ixl Metal Castings Pty Ltd
comp_21686,064944501,Iguana Resources Pty Ltd
comp_21688,092619273,"Ikinetic Pty Ltd,S G R Pty Ltd"
comp_21712,141656957,In The Hills Pty Ltd
comp_21714,110017671,In2Process Pty Ltd
comp_21718,604741808,Increva Pty Ltd
comp_21729,098895026,"India Bore Diamond Holdings Pty Ltd,Pjmd Pty Ltd"
comp_21734,141677385,"Indochine Mining Limited,Summit Gold Limited"
comp_21747,079500691,Industrial Safe Pty Ltd
comp_21762,097362886,Innotron Pty Ltd
comp_21774,634641197,Inspec Rotating Equipment Services Pty Ltd
comp_21781,602193126,Intdesign Pty Ltd
comp_21782,056105732,"Gumbrull Pty Limited,Intec Copper Pty Limited"
comp_21784,169534847,Integral Engineering Pty Ltd
comp_21787,148019729,Integrity Mining Services Pty Ltd
comp_21789,110893340,"Inter Steel Pty Ltd,Inter-Steel Group Pty Ltd"
comp_21793,162990954,Intercom Pty Ltd
comp_21795,114011102,Intercontinental Project Management Pty Ltd
comp_21806,637738160,International Mineral Resources Pty Ltd
comp_21811,150956773,"Interpose Holdings Limited,Invictus Energy Ltd,Sunbird Energy Ltd."
comp_21812,089703248,Interquip Pty Ltd
comp_21818,166126772,"Geograph Pty Ltd,Ion Mining Pty Ltd"
comp_21820,153187181,Iron Bull Mining Pty Ltd
comp_21822,160950970,Iron Fortune Pty Ltd
comp_21824,112914459,"Iron Mountain Mining Limited,Pacific Bauxite Limited,Pacific Bauxite Nl,Western Yilgarn Nl"
comp_21833,114277315,Isaac Plains Coal Management Pty Ltd
comp_21834,121236299,Ishigaki Oceania Pty Ltd
comp_21835,095048525,Ital Shutters Pty Ltd
comp_21836,124607987,Itasca Australia Pty Ltd
comp_21838,109748772,"Ivanplats Holding Company Pty Ltd,Scandium Holding Company Pty Ltd"
comp_21857,159618916,"Jak Heavy Diesel Pty Ltd,Jak Mechanical Pty Ltd"
comp_21859,001910283,"Jarvie Engineering Pty Ltd,Loyimu Pty Ltd"
comp_21869,010825215,"Advance Qld Resources & Mining Pty. Ltd.,Advance Queensland Resources & Mining Pty. Ltd.,Com-Law (No. 105) Pty. Ltd.,Jellinbah Resources Pty Ltd"
comp_21875,158634836,"Jko Mining Pty Limited,Masterson Minerals Pty Ltd,Masterton Minerals Pty Ltd"
comp_21876,096091619,Jktech Pty Ltd
comp_21880,649398390,Jmb Engineering Pty Ltd
comp_21901,085217894,Jsis Engineering Pty Ltd
comp_21906,114937245,"J.T. Mining Electrical Contracting Pty Ltd,Jtmec Pty Ltd,Just Tradesman Pty Ltd"
comp_21920,010398428,"Jalgrid Pty Limited,Mackellar Mining Equipment Pty Ltd"
comp_21937,165869616,Jeppesen Electrical Contractors Pty Ltd
comp_21946,169106281,Jindex Pty Ltd
comp_21947,131851404,Jinka Minerals Limited
comp_21948,621504238,Jiujiang Mining Australia Pty Ltd
comp_21959,632097744,Joral Engineering Pty Ltd
comp_21961,163383677,Jorvik Resources Pty Ltd
comp_21965,008795033,"E.N. Lamond Nominees Pty Ltd,Jungle Creek Gold Mines Pty Ltd"
comp_21967,119345327,Jutt Resources Pty Ltd
comp_21978,634180215,Kad Hygiene And Safety Solutions Pty Ltd
comp_21982,005846373,"Chase One Petroleum Pty. Ltd.,Chaseone Pty. Ltd.,Karinya Trading Pty Ltd"
comp_21989,106425352,Ke Solutions Group Pty Ltd
comp_21990,075361769,"Anglo Coal (Bylong) Pty Ltd,Grosvenor Coal Pty Ltd,Kepco Bylong Australia Pty Ltd,Shell Coal (Bylong) Pty Ltd"
comp_21991,140340334,Kerembla Pty Ltd
comp_21994,125773220,Kgb Protective Coatings Pty Ltd
comp_21996,124828164,Khp Steel Constructions Pty Limited
comp_21997,093519638,Kimberley Quarry Pty Ltd
comp_22000,628481658,Kis Plant Pty Ltd
comp_22019,162282582,Kset Engineering Pty Ltd
comp_22025,619226578,Kalem Group Pty Ltd
comp_22027,134197130,Kalgoorlie Mining Associates Pty Ltd
comp_22032,601436060,"Kalium Lakes Potash Pty Ltd,Mount Adams Pty Ltd"
comp_22033,613305847,Kalongwe Resources Pty Ltd
comp_22034,157716937,Kamax Resources Limited
comp_22055,161675645,"Kemica Mineral Processing Pty Ltd,Kemtec Mineral Processing Pty Ltd"
comp_22057,121928363,"Dolomite Distributions Pty Ltd,Kennedy Creek Lime Pty Ltd"
comp_22067,131641819,Keramos Pty Ltd
comp_22069,009254371,"Kesli Chemicals Pty Ltd,Kesli Pty. Ltd."
comp_22073,636380731,Key Conveyor Applications Australia Pty Ltd
comp_22074,163547304,"Key Cooper Basin Pty Ltd,Key Petroleum Offshore Pty Ltd"
comp_22086,601580063,"Kimberley Minerals Ltd,Kimberley Minerals Pty Ltd"
comp_22088,006489238,"Kinder & Co. Pty. Ltd.,Kinder Australia Pty Ltd,N.C. Kinder & Co. Pty. Limited"
comp_22091,613070152,Kinetiq Solutions Pty Ltd
comp_22092,094888687,King Eagle Resources Pty Limited
comp_22096,133537274,Kingx Pty Ltd
comp_22100,068106356,"Global Exploration & Mining Pty Ltd,Kingston Bridge Engineering Pty Ltd"
comp_22107,077222229,Kitchener Resources Pty Ltd
comp_22111,161182449,Kobalt Enc Pty Ltd
comp_22117,009217903,"Consolidated Gold Operations N.L.,Kookynie Resources Nl,Kookynie Resources Pty Ltd,Melita Mining N.L."
comp_22121,624223132,"Koppar Resources Limited,Vulcan Energy Resources Limited"
comp_22123,146440726,"Korean Resources Ltd,Korean Resources Pty Ltd"
comp_22124,058429600,"Korean Steel Pty Ltd,Tristrike Pty. Ltd."
comp_22128,613214010,Kraaipan Founders Pty Ltd
comp_22142,152223393,L B Mining Pty Ltd
comp_22146,128283689,"L2 Drilling Pty Limited,Tulla Drilling Pty Limited"
comp_22147,163276579,Laa Industries Pty Ltd
comp_22148,009146123,"Atlas Trading & Contracting Pty Ltd,Lakis Constructions Pty Ltd,The Lakis Group Pty Ltd"
comp_22152,114410418,Ld Operations Pty Ltd
comp_22157,073478574,"China Minerals Nl,Lfb Resources Nl"
comp_22163,637718060,Living Colour Nursery Pty Ltd
comp_22170,127340238,Lsc Fabrications Pty Ltd
comp_22174,133541670,Labwest Minerals Analysis Pty Ltd
comp_22180,137984297,"Laconia Resources Limited,Laconia Resources Pty Ltd,Metalsearch Limited,Zeotech Limited"
comp_22185,122986681,Lake Rivers Gold Pty Ltd
comp_22186,138771794,"Lake Wells Exploration Pty Ltd,Rarefiedx Pty Ltd,Tahlem Pty Ltd"
comp_22194,003049714,"Avillion No 4 Ltd,Gerrod Ltd,Kakadu Resources Ltd,Laneway Resources Ltd,Renison Consolidated Mines Nl,Savannah Goldfields Limited,Sirocco Resources Nl"
comp_22195,110078263,Lanfranchi Nickel Mines Pty Ltd
comp_22200,111958331,Laptek Systems Pty Ltd
comp_22215,065326212,"Goolma Sky Pty. Ltd.,Ledcap Pty Ltd"
comp_22217,064917817,Lee Crane Hire Pty Ltd
comp_22227,106564452,"Lennard Shelf Pty Ltd,Teck Cominco Wa Pty Ltd"
comp_22231,159669673,Leopold Diamond Company Pty Ltd
comp_22234,068338992,"Hi-Tech Imports Pty Limited,Leveltec Engineering Pty Limited,Leveltech Engineering Pty Limited"
